X,author,title,type,start,end,kind,words
484,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,94595,94599,location,Earth
268,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94678,94778,NA,Then the Empress asked Whether they could speak to them and whether they did understand each other
869,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94724,94843,NA,If I had longspeeched Councellors replied the Empress I would hang them by reason they give more Words then Advice
269,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94780,95109,NA,The Flymen answered That those Spirits were always clothd in some sort or other of Material Garments which Garments were their Bodies made for the most part of Air and when occasion served they could put on any other sort of substances but yet they could not put these substances into any form or shape as they pleased
870,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94845,95087,NA,The Duchess answered That her Majesty should not be angry but consider the differences of that and her BlazingWorld for said she they are not both alike but there are grosser and duller understandings in this than in the BlazingWorld
871,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95090,95295,NA,At last a Messenger came out who returned the Empress thanks for her kind proffer but desired withal to know from whence she came and how and in what manner her assistance could be serviceable to them
270,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95111,95231,NA,The Empress asked the Flymen whether it was possible that she could be acquainted and have some conferences with them
271,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95234,95282,NA,They answered They did verily believe she might
272,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95284,95404,NA,Hereupon the Empress commanded the Flymen to ask some of the Spirits Whether they would be pleased to give her a Visit
872,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95297,95495,NA,The Empress answered That she was not bound to tell them whence she came but as for the manner of her assistance I will appear said she to your Navy in a splendorous Light surrounded with Fire
273,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95406,96083,NA,This they did and after the Spirits had presented themselves to the Empress in what shapes and forms I cannot exactly tell after some few Complements that passed between them the Empress told the Spirits that she questioned not but they did know how she was a stranger in that World and by what miraculous means she was arrived there and since she had a great desire to know the condition of the World she came from her request to the Spirits was To give her some Information thereof especially of those parts of the World where she was born bred and educated as also of her particular friends and acquaintance all which the Spirits did according to her desire
873,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95497,95559,NA,The Messenger asked at what time they should expect her coming
874,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95561,95632,NA,Ile be with you answered the Empress about one of the Clock at night
875,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95634,95798,NA,With this report the Messenger returned which made both the poor Councellors and Seamen much afraid but yet they longed for the time to behold this strange sight
876,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95801,96122,NA,The appointed hour being come the Empress appeard with Garments made of the Starstone and was born or supported above the Water upon the Fish mens heads and backs so that she seemed to walk upon the face of the Water and the Bird and Fishmen carried the Firestone lighted both in the Air and above the Waters
274,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96085,96461,NA,At last after a great many conferences and particular intelligences which the Spirits gave the Empress to her great satisfaction and content she enquired after the most famous Students Writers and Experimental Philosophers in that World which they gave her full relation of amongst the rest she enquired Whether there were none that had found out yet the Jews Cabbala
877,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96125,97087,NA,Which sight when her Countrymen perceived at a distance their hearts began to tremble but coming something nearer she left her Torches and appeared onely in her Garments of Light like an Angel or some Deity and all kneeled down before her and worshipped her with all submission and reverence But the Empress would not come nearer than at such a distance where her voice might be generally heard by reason she would not have that any of her Accoustrements should be perceived but the splendor thereof and when she was come so near that her voice could be heard and understood by all she made this following Speech  Dear Countrymen for so you are although you know me not I being a Native of this Kingdom and hearing that most part of this World had resolved to make Warr against it and sought to destroy it at least to weaken its Naval Force and Power have made a Voyage out of another World to lend you my assistance against your Enemies
275,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96463,96585,NA,Several have endeavoured it answered the Spirits but those that came nearest although themselves denied it were one Dr
276,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96587,96829,NA,Dee and one Edward Kelly the one representing Moses and the other Aaron for Kelly was to Dr Dee as Aaron to Moses but yet they proved at last but meer Cheats and were described by one of their own Countrymen a famous Poet named Ben
336,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96600,96611,person,Edward Kelly
337,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96635,96639,person,Moses
338,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96667,96671,person,Kelly
1016,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96755,96770,person,Dear Countrymen
339,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96814,96817,person,Poet
340,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96826,96828,person,Ben
277,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96831,96905,NA,Johnson in a Play calld The Alchymist where he expressed Kelly by Capt
341,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96831,96837,person,Johnson
278,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96907,97086,NA,Face and Dee by Dr Subtle and their two Wives by Doll Common and the Widow by the Spaniard the Play he meant the Spanish Ambassador and by Sir Epicure Mammon a Polish Lord
342,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,97057,97070,person,Epicure Mammon
279,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97088,97282,NA,The Empress remembred that she had seen the Play and asked the Spirits whom he meant by the name of Ananias some Zealous Brethren answered they in Holland Germany and several other places
878,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97089,97370,NA,I come not to make bargains with you or to regard my own Interest more than your Safety but I intend to make you the most powerful Nation of this World and therefore I have chosen rather to quit my own Tranquility Riches and Pleasure than suffer you to be ruined and destroyed
485,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,97249,97255,location,Germany
280,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97284,97334,NA,Then she asked them Who was meant by the Druggist
281,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97336,97425,NA,Truly answered the Spirits We have forgot it being so long since it was made and acted
343,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,97336,97340,person,Truly
879,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97372,98003,NA,All the Return I desire is but your grateful acknowledgment and to declare my Power Love and Loyalty to my Native Country for although I am now a Great and Absolute Princess and Empress of a whole World yet I acknowledg that once I was a Subject of this Kingdom which is but a small part of this World and therefore I will have you undoubtedly believe that I shall destroy all your Enemies before this following Night I mean those which trouble you by Sea and if you have any by Land assure your self I shall also give you my assistance against them and make you triumph over all that seek your Ruine and Destruction
282,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97427,97472,NA,What replied the Empress Can Spirits forget
1082,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,97459,97462,location,Love
283,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97474,97561,NA,Yes said the Spirits for what is past is onely kept in memory if it be not recorded
284,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97563,97689,NA,I did believe said the Empress That Spirits had no need of Memory or Remembrance and could not be subject to Forgetfulness
1083,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,97634,97640,location,Kingdom
285,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97691,97898,NA,How can we answered they give an account of things present if we had no Memory but especially of things past unrecorded if we had no Remembrance said the Empress By present Knowledg and Understanding
286,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,97900,98007,NA,The Spirits answered That present Knowledg and Understanding was of actions or things present not of past
880,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98006,98253,NA,Upon this Declaration of the Empress when both the General and all the Commanders in their several Ships had returnd their humble and hearty Thanks to Her Majesty for so great a favour to them she took her leave and departed to her own Ships
287,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98009,98159,NA,But said the Empress you know what is to come without Memory or Remembrance and therefore you may know what is past without memory and remembrance
288,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98161,98398,NA,They answered That their foreknowledg was onely a prudent and subtile Observation made by comparing of things or actions past with those that are present and that Remembrance was nothing else but a Repetition of things or actions past
881,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98255,98269,NA,But good Lord
882,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98271,98355,NA,what several Opinions and Judgments did this produce in the minds of her Countrymen
883,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98357,98505,NA,some said she was an Angel others she was a sorceress some believed her a Goddess others said the Devil deluded them in the shape of a fine Lady
289,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98401,98474,NA,Then the Empress asked the Spirits Whether there was a threefold Cabbala
1084,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,98459,98463,location,Devil
290,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98476,98659,NA,They answered Dee and Kelly made but a twofold Cabbala to wit of the Old and New Testament but others might not onely make two or three but threescore Cabbalas if they pleased
344,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,98499,98503,person,Kelly
884,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98508,99189,NA,The morning after when the Navies were to fight the Empress appeard upon the face of the Waters dressd in her Imperial Robes which were all of Diamonds and Carbuncles in one hand she held a Buckler made of one intire Carbuncle and in the other hand a Spear of one intire Diamond on her head she had a Cap of Diamonds and just upon the top of the Crown was a Starr made of the Starrstone mentioned heretofore and a HalfMoon made of the same Stone was placed on her forehead all her other Garments were of several sorts of precious Jewels and having given her Fishmen directions how to destroy the Enemies of her Native Country she proceeded to effect her design
291,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,98661,99057,NA,The Empress asked Whether it was a Traditional or meerly a Scriptural or whether it was a Literal Philosophical or Moral Cabbala some answered they did believe it meerly Traditional others Scriptural some Literal and some Metaphorical but the truth is said they twas partly one and partly the other as partly a Traditional partly a Scriptural partly Literal partly Metaphorical
292,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,99059,99166,NA,The Empress asked further Whether the Cabbala was a work onely of Natural Reason or of Divine Inspiration
345,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,99134,99139,person,Reason
293,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,99168,99531,NA,Many said the Spirits that write Cabbalas pretend to Divine Inspirations but whether it be so or not it does not belong to us to judg onely this we must needs confess that it is a work which requires a good wit and a strong Faith but not Natural Reason for though Natural Reason is most perswasive yet Faith is the chief that is required in Cabbalists
885,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,99191,100101,NA,The Fishmen were to carry the Firestones in cases of Diamonds for the Diamonds in the BlazingWorld are in splendor so far beyond the Diamonds of this World as Peblestones are to the best sort of this Worlds Diamonds and to uncase or uncover those Firestones no sooner but when they were just under the Enemis Ships or close at their sides and then to wet them and set their Ships on fire which was no sooner done but all the Enemies Fleet was of a Flaming fire and coming to the place where the Powder was it streight blew them up so that all the several Navies of the Enemies were destroyed in a short time which when her Countrymen did see they all cried out with one voice That she was an Angel sent from God to deliver them out of the hands of their Enemies Neither would she return into the BlazingWorld until she had forced all the rest of the World to submit to that same Nation
346,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,99451,99456,person,Reason
347,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,99482,99486,person,Faith
294,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,99533,99611,NA,But said the Empress Is there not Divine Reason as well as there is Natural
348,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,99576,99581,person,Reason
295,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,99613,99956,NA,No answered they for there is but a Divine Faith and as for Reason it is onely Natural but you Mortals are so puzled about this Divine Faith and Natural Reason that you do not know well how to distinguish them but confound them both which is the cause you have so many divine Philosophers who make a Gallimafry both of Reason and Faith
349,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,99771,99776,person,Reason
350,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,99940,99945,person,Reason
296,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,99958,100001,NA,Then she asked Whether pure Natural Philoso
351,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,99987,100001,person,Natural Philoso
886,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,100104,100333,NA,In the mean time the General of all their Naval Forces sent to their soveraign to acquaint him with their miraculous Delivery and Conquest and with the Empresss design of making him the most powerful Monarch of all that World
887,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,100335,100826,NA,After a short time the Empress sent her self to the soveraign of that Nation to know in what she could be serviceable to him who returning her many thanks both for her assistance against his Enemies and her kind proffer to do him further service for the good and benefit of his Nations for he was King over several Kingdoms sent her word that although she did partly destroy his Enemies by Sea yet they were so powerful that they did hinder the Trade and Traffick of his Dominions
888,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,100828,101154,NA,To which the Empress returned this answer That she would burn and sink all those Ships that would not pay him Tribute and forthwith sent to all the Neighbouring Nations who had any Traffick by Sea desiring them to pay Tribute to the King and soveraign of that Nation where she was born But they denied it with great scorn
889,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,101156,101743,NA,Whereupon she immediately commanded her Fishmen to destroy all strangers Ships that traffickd on the Seas which they did according to the Empresss Command and when the Neighbouring Nations and Kingdoms perceived her power they were so discomposed in their affairs and designs that they knew not what to do At last they sent to the Empress and desired to treat with her but could get no other conditions then to submit and pay Tribute to the said King and soveraign of her Native Country otherwise she was resolved to ruin all their Trade and Traffick by burning their Ships
890,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,101745,102113,NA,Long was this Treaty but in fine they could obtain nothing so that at last they were inforced to submit by which the King of the mentioned Nations became absolute Master of the Seas and consequently of that World by reason as I mentioned heretofore the several Nations of that World could not well live without Traffick and Commerce by Sea as well as by Land
891,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,102116,102758,NA,But after a short time those Neighbouring Nations finding themselves so much inslaved that they were hardly able to peep out of their own Dominions without a chargeable Tribute they all agreed to join again their Forces against the King and soveraign of the said Dominions which when the Empress receivd notice of she sent out her Fishmen to destroy as they had done before the remainder of all their Naval Power by which they were soon forced again to submit except some Nations which could live without Foreign Traffick and some whose Trade and Traffick was meerly by Land these would no ways be Tributary to the mentioned King
1017,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,102632,102647,person,Foreign Traffick
1085,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,102754,102757,location,King
892,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,102760,102949,NA,The Empress sent them word That in case they did not submit to him she intended to fire all their Towns and Cities and reduce them by force to what they would not yield with a good will
893,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,102951,103329,NA,But they rejected and scorned her Majesties Message which provoked her anger so much that she resolved to send her Bird and Worm men thither with order to begin first with their smaller Towns and set them on fire for she was loath to make more spoil then she was forced to do and if they remaind still obstinate in their resolutions to destroy also their greater Cities
894,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,103331,103658,NA,The onely difficulty was how to convey the Wormmen conveniently to those places but they desired that her Majesty would but set them upon any part of the Earth of those Nations and they could travel within the Earth as easily and as nimbly as men upon the face of the Earth which the Empress did according to their desire
1086,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,103488,103492,location,Earth
1087,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,103545,103549,location,Earth
1088,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,103604,103608,location,Earth
895,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,103661,104289,NA,But before both the Bird and Wormmen began their journey the Empress commanded the Bearmen to view through their Telescopes what Towns and Cities those were that would not submit and having a full information thereof she instructed the Bird and Bearmen what Towns they should begin withal in the mean while she sent to all the Princes and soveraigns of those Nations to let them know that she would give them a proof of her Power and check their Obstinacies by burning some of their smaller Towns and if they continued still in their Obstinate Resolutions that she would convert their smaller Loss into a Total Ruin
896,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,104291,104376,NA,She also commanded her Birdmen to make their flight at night lest they be perceived
897,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,104378,104673,NA,At last when both the Bird and Wormmen came to the designed places the Wormmen laid some Firestones under the Foundation of every House and the Birdmen placed some at the tops of them so that both by rain and by some other moisture within the Earth the stones could not fail of burning
1089,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,104630,104634,location,Earth
898,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,104675,105036,NA,The Birdmen in the mean time having learned some few words of their Language told them That the next time it did rain their Towns would be all on fire at which they were amazd to hear Men speak in the air but withall they laughed when they heard them say that rain should fire their Towns knowing that the effect of Water was to quench not produce Fire
899,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,105039,105901,NA,At last a rain came and upon a sudden all their Houses appeared of a flaming Fire and the more Water there was poured on them the more they did flame and burn which struck such a Fright and Terror into all the Neighbouring Cities Nations and Kingdoms that for fear the like should happen to them they and all the rest of the parts of that World granted the Empresss desire and submitted to the Monarch and sovereign of her Native Countrey the King of Esfi save one which having seldom or never any rain but onely dews which would soon be spent in a great fire slighted her Power The Empress being desirous to make it stoop as well as the rest knew that every year it was watered by a flowing Tide which lasted some Weeks and although their Houses stood high from the ground yet they were built upon Supporters which were fixt into the ground
900,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,105903,106377,NA,Wherefore she commanded both her Bird and Wormmen to lay some of the Firestones at the bottom of those Supporters and when the Tide came in all their Houses were of a Fire which did so rarifie the Water that the Tide was soon turnd into a Vapour and this Vapour again into Air which caused not onely a destruction of their Houses but also a general barrenness over all their Countrey that year and forced them to submit as well as the rest of the World had done
901,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,106380,106759,NA,Thus the Empress did not onely save her Native Country but made it the Absolute Monarchy of all that World and both the effects of her Power and her Beauty did kindle a great desire in all the greatest Princes to see her who hearing that she was resolved to return into her own BlazingWorld they all entreated the favour that they might wait on her Majesty before she went
902,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,106761,107335,NA,The Empress sent word That she should be glad to grant their Requests but having no other place of Reception for them she desired that they would be pleased to come into the open Seas with their Ships and make a Circle of a pretty large compass and then her own Ships should meet them and close up the Circle and she would present her self to the view of all those that came to see her Which Answer was joyfully received by all the mentioned Princes who came some sooner and some later each according to the distance of his Countrey and the length of the voyage
903,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,107337,108009,NA,And being all met in the form and manner aforesaid the Empress appeared upon the face of the Water in her Imperial Robes in some part of her hair near her face she had placed some of the Starr Stone which added such a luster and glory to it that it caused a great admiration in all that were present who believed her to be some Celestial Creature or rather an uncreated Goddess and they all had a desire to worship her for surely said they no mortal creature can have such a splendid and transcendent beauty nor can any have so great a power as she has to walk upon the Waters and to destroy whatever she pleases not onely whole Nations but a whole World
904,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,108012,108565,NA,The Empress expressed to her own Countrymen who were also her Interpreters to the rest of the Princes that were present That she would give them an Entertainment at the darkest time of Night Which being come the FireStones were lighted which made both Air and Seas appear of a bright shining flame insomuch that they put all Spectators into an extream fright who verily believed they should all be destroyed which the Empress perceiving caused all the Lights of the FireStones to be put out and onely shewed her self in her Garments of Light
1090,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,108560,108564,location,Light
905,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,108567,108668,NA,The Birdmen carried her upon their backs into the Air and there she appeard as glorious as the Sun
1091,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,108665,108667,location,Sun
906,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,108670,109101,NA,Then she was set down upon the Seas again and presently there was heard the most melodious and sweetest Consort of Voices as ever was heard out of the Seas which was made by the Fish men this Consort was answered by another made by the Birdmen in the Air so that it seemd as if Sea and Air had spoke and answered each other by way of SingingDialogues or after the manner of those Playes that are acted by singingVoices
1092,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,108957,108959,location,Sea
907,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,109104,110383,NA,But when it was upon break of day the Empress ended her Entertainment and at full daylight all the Princes perceived that she went into the Ship wherein the Prince and Monarch of her Native Country was the King of Esfi with whom she had several Conferences and having assured Him of the readiness of her Assistance whensoever he required it telling Him withal That she wanted no Intelligence she went forth again upon the Waters and being in the midst of the Circle made by those Ships that were present she desired them to draw somewhat nearer that they might hear her speak which being done she declared her self in this following manner  Great Heroick and Famous Monarchs I come hither to assist the King of Esfi against his Enemies He being unjustly assaulted by many several Nations which would fain take away His Hereditary Rights and Prerogatives of the Narrow Seas at which Unjustice Heaven was much displeased and for the Injuries He received from His Enemies rewarded Him with an Absolute Power so that now he is become the HeadMonarch of all this World which Power though you may envy yet you can no wayes hinder Him for all those that endeavour to resist His Power shall onely get Loss for their Labour and no Victory for their Profit
1093,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,109760,109764,location,Great
1094,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,109825,109831,location,King of
908,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,110385,110573,NA,Wherefore my advice to you all is To pay him Tribute justly and truly that you may live Peaceably and Happily and be rewarded with the Blessings of Heaven which I wish you from my Soul
909,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,110576,111092,NA,After the Empress had thus finished her Speech to the Princes of the several Nations of that World she desired that in their Ships might fall back which being done her own Fleet came into the Circle without any visible assistance of Sails or Tide and her self being entred into her own Ship the whole Fleet sunk immediately into the bottom of the Seas and left all the Spectators in a deep amazement neither would she suffer any of her Ships to come above the Waters until she arrived into the BlazingWorld
910,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,111095,111250,NA,In time of the Voyage both the Empresss and the Duchesss Soul were very gay and merry and sometimes they would converse very seriously with each other
911,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,111252,111587,NA,Amongst the rest of their discourses the Duchess said she wondred much at one thing which was That since her Majesty had found out a passage out of the BlazingWorld into the World she came from she did not enrich that part of the World where she was born at least her own Family though she had enough to enrich the whole World
912,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,111589,111998,NA,The Empresss Soul answered That she loved her Native Countrey and her own Family as well as any Creature could do and that this was the reason why she would not enrich them for said she not only particular Families or Nations but all the World their Natures are such that much Gold and great store of Riches makes them mad insomuch as they endeavour to destroy each other for Gold or Riches sake
913,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,112000,112120,NA,The reason thereof is said the Duchess that they have too little Gold and Riches which makes them so eager to have it
914,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,112122,112325,NA,No replied the Empresss Soul their particular Covetousness is beyond all the wealth of the richest World and the more Riches they have the more Covetous they are for their Covetousness is Infinite
915,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,112327,112499,NA,But said she I would there could a Passage be found out of the BlazingWorld into the World whence you came and I would willingly give you as much Riches as you desird
916,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,112501,112699,NA,The Duchesss Soul gave her Majesty humble thanks for her great Favour and told her that she was not covetous nor desird any more wealth than what her Lord and Husband had before the CivilWarrs
917,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,112701,112781,NA,Neither said she should I desire it for my own but my Lords Posterities sake
1018,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,112758,112761,person,Lord
918,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,112783,112939,NA,Well said the Empress Ile command my Fishmen to use all their Skill and Industry to find out a Passage into that World which your Lord and Husband is in
919,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,112941,113379,NA,I do verily believe answered the Duchess that there will be no Passage found into that World but if there were any I should not Petition your Majesty for Gold and Jewels but only for the Elixir that grows in the midst of the Golden Sands for to preserve Life and Health but without a Passage it is impossible to carry away any of it for whatsoever is Material cannot travel like Immaterial Beings such as Souls and Spirits are
1095,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,113171,113182,location,Golden Sands
920,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,113381,113625,NA,Neither do Souls require any such thing that might revive them or prolong their Lives by reason they are unalterable for were Souls like Bodies then my Soul might have had the benefit of that Natural Elixir that grows in your BlazingWorld
921,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,113627,113887,NA,I wish earnestly said the Empress that a Passage might be found and then both your Lord and your self should neither want Wealth nor Longlife nay I love you so well that I would make you as Great and Powerful a Monarchess as I am of the BlazingWorld
1096,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,113753,113758,location,Wealth
922,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,113889,114030,NA,The Duchesss Soul humbly thankd her Majesty and told her That she acknowledged and esteemed her Love beyond all things that are in Nature
1097,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,113989,113992,location,Love
923,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,114033,114137,NA,After this Discourse they had many other Conferences which for brevitys sake Ile forbear to rehearse
924,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,114139,114377,NA,At last after several Questions which the Empresss Soul asked the Duchess she desired to know the reason why she did take such delight when she was joyned to her Body in being singular both in Accoustrements Behaviour and Discourse
925,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,114379,114929,NA,The Duchesss Soul answered she confessed that it was extravagant and beyond what was usual and ordinary but yet her ambition being such that she would not be like others in any thing if it were possible I endeavour said she to be as singular as I can for it argues but a mean Nature to imitate others and though I do not love to be imitated if I can possibly avoid it yet rather than imitate others I should chuse to be imitated by others for my Nature is such that I had rather appear worse in Singularity than better in the Mode
926,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,114931,115090,NA,If you were not a great Lady replied the Empress you would never pass in the World for a wise Lady for the World would say your Singularities are Vanities
927,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,115092,115773,NA,The Duchesss Soul answered she did not at all regard the Censure of this or any other Age concerning Vanities but said she neither this present nor any of the future Ages can or will truly say that I am not Vertuous and Chast for I am confident all that were or are acquainted with me and all the Servants which ever I had will or can upon their oaths declare my actions no otherwise than Vertuous and certainly theres none even of the meanest Degree which have not their Spies and Witnesses much more those of the Nobler sort which seldom or never are without Attendants so that their Faults if they have any will easily be known and as easily be divulged
928,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,115775,115905,NA,Wherefore happy are those Natures that are Honest Vertuous and Noble not only happy to themselves but happy to their Families
1019,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,115841,115845,person,Noble
929,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,115907,116057,NA,But said the Empress if you glory so much in your Honesty and Vertue how comes it that you plead for Dishonest and Wicked persons in your Writings
930,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,116059,116124,NA,The Duchess answered It was only to shew her Wit not her Nature
