X,author,title,type,start,end,words,kind
709,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,35275,35905,With that the Empress thankd the Duchess and embracing her Soul told her she would take her Counsel she made her also her Favourite and kept her sometime in that World and by this means the Duchess came to know and give this Relation of all that passed in that rich populous and happy World and after some time the Empress gave her leave to return to her Husband and Kindred into her Native World but upon condition that her Soul should visit her now and then which she did and truly their meeting did produce such an intimate friendship between them that they became Platonick Lovers although they were both Femals,NA
96,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,35496,35619,But the Empress seeing they could not agree concerning the cause of Wind asked Whether they could tell how Snow was made,NA
413,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,35565,35568,Wind,location
97,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,35621,36002,To which they answered That according to their observation Snow was made by a commixture of Water and some certain extract of the Element of Fire that is under the Moon a small portion of which extract being mixed with Water and beaten by Air or Wind made a white Froth called Snow which being after some while dissolved by the heat of the same spirit turned to Water again,NA
414,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,35787,35790,Moon,location
710,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,35908,36104,One time when the Duchess her Soul was with the Empress she seemd to be very sad and melancholy at which the Empress was very much troubled and asked her the reason of her Melancholick humour,NA
98,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,36004,37134,This observation amazed the Empress very much for she had hitherto believed That Snow was made by cold motions and not by such an agitation or beating of a fiery extract upon water Nor could she be perswaded to believe it until the Fish or Mearmen had delivered their observation upon the making of Ice which they said was not produced as some hitherto conceived by the motion of the Air raking the Superficies of the Earth but by some strong saline vapour arising out of the Seas which condensed Water into Ice and the more quantity there was of that vapour the greater were the Mountains of Precipices of Ice but the reason that it did not so much freeze in the Torrid Zone or under the Ecliptick as near or under the Poles was that this vapour in those places being drawn up by the Sunbeams into the middle Region of the Air was onely condensed into Water and fell down in showres of Rain when as under the Poles the heat of the Sun being not so vehement the same vapour had no force or power to rise so high and therefore caused so much Ice by ascending and acting onely upon the surface of water,NA
711,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,36106,36293,Truly said the Duchess to the Empress for between dear friends theres no concealment they being like several parts of one united body my Melancholy proceeds from an extream Ambition,NA
993,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,36106,36110,Truly,person
712,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,36295,36349,The Empress asked What the height of her ambition was,NA
713,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,36351,36568,The Duchess answered That neither she her self nor no Creature in the World was able to know either the height depth or breadth of her Ambition but said she my present desire is that I would be a great Princess,NA
415,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,36434,36438,Earth,location
714,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,36570,37158,The Empress replied so you are for you are a Princess of the fourth or fifth Degree for a Duke or Duchess is the highest title or honour that a subject can arrive to as being the next to a Kings Title and as for the name of a Prince of Princess it belongs to all that are adopted to the Crown so that those that can add a Crown to their Arms are Princes and therefore a Duke is a Title above a Prince for example the Duke of Savoy the Duke of Florence the Duke of Lorrain as also Kings Brothers are not called by the name of Princes but Dukes this being the higher Title,NA
416,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,36600,36608,Mountains,location
1063,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37026,37033,Florence,location
99,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,37137,37688,This Relation confirmed partly the observation of the Birdmen concerning the cause of Snow but since they had made mention that that same extract which by its commixture with Water made Snow proceeded from the Element of Fire that is under the Moon The Emperess asked them of what nature that Elementary Fire was whether it was like ordinary Fire here upon Earth or such a Fire as is within the bowels of the Earth and as the famous Mountains Vesuvius and Ætna do burn withal or whether it was such a sort of fire as is found in flints c,NA
715,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,37160,37253,Tis true answered the Duchess unless it be Kings Eldest sons and they are created Princes,NA
417,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37224,37227,Snow,location
716,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,37255,37621,Yes replied the Empress but no soveraign does make a subject equal to himself such as Kings eldest sons partly are And although some Dukes be soveraigns yet I have heard that a Prince by his Title is soveraign by reason the Title of a Prince is more a Title of Honour then of soveraignty for as I said before it belongs to all that are adopted to the Crown,NA
418,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37386,37389,Moon,location
419,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37502,37506,Earth,location
420,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37555,37559,Earth,location
421,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37580,37588,Mountains,location
717,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,37623,37800,Well said the Duchess setting aside this dispute my Ambition is That I would fain be as you are that is an Empress of a World and I shall never be at quiet until I be one,NA
100,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,37690,38011,They answered That the Elementary Fire which is underneath the Sun was not so solid as any of those mentioned fires because it had no solid fuel to feed on but yet it was much like the flame of ordinary fire onely somewhat more thin and fluid for Flame said they is nothing else but the airy part of a fired Body,NA
422,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,37755,37757,Sun,location
718,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,37802,38105,I love you so well replied the Empress that I wish with all my soul you had the fruition of your ambitious desire and I shall not fail to give you my best advice how to accomplish it the best informers are the Immaterial Spirits and theyl soon tell you Whether it be possible to obtain your wish,NA
101,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,38014,38091,Lastly the Empress asked the Birdmen of the nature of Thunder and Lightning,NA
423,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,38070,38076,Thunder,location
102,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,38093,38162,and whether it was not caused by roves of Ice falling upon each other,NA
719,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,38107,38220,But said the Duchess I have little acquaintance with them for I never knew any before the time you sent for me,NA
103,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,38164,40960,To which they answered That it was not made that way but by an encounter of cold and heat so that an exhalation being kindled in the Clouds did dash forth Lightning and that there were so many rentings of Clouds as there were Sounds and Cracking noises But this opinion was contradicted by others who affirmed that Thunder was a sudden and monstrous Blaz stirred up in the Air and did not always require a Cloud but the Empress not knowing what they meant by Blaz for even they themselves were not able to explain the sense of this word liked the former better and to avoid hereafter tedious disputes and have the truth of the Phænomenas of Cœlestial Bodies more exactly known commanded the Bearmen which were her Experimental Philosophers to observe them through such Instruments as are called Telescopes which they did according to her Majesties Command but these Telescopes caused more differences and divisions amongst them then ever they had before for some said they perceived that the Sun stood still and the Earth did move about it others were of opinion that they both did move and others said again that the Earth stood still and Sun did move some counted more Stars then others some discovered new Stars never seen before some fell into a great dispute with others concerning the bigness of the Stars some said The Moon was another World like their Terrestrial Globe and the spots therein were Hills and Vallies but others would have the spots to be the Terrestrial parts and the smooth and glossie parts the Sea At last the Empress commanded them to go with their Telescopes to the very end of the Pole that was joined to the World she came from and try whether they could perceive any Stars in it which they did and being returned to her Majesty reported that they had seen three BlazingStars appear there one after another in a short time whereof two were bright and one dim but they could not agree neither in this observation for some said It was but one Star which appeared at three several times in several places and others would have them to be three several Stars for they thought it impossible that those three several appearances should have been but one Star because every Star did rise at a certain time and appeard in a certain place and did disappear in the same place Next It is altogether improbable said they That one Star should fly from place to place especially at such a vast distance without a visible motion in so short a time and appear in such different places whereof two were quite opposite and the third sideways Lastly If it had been but one Star said they it would always have kept the same splendor which it did not for as above mentioned two were bright and one was dim,NA
720,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,38222,38472,They know you replied the Empress for they told me of you and were the means and instrument of your coming hither Wherefore Ile conferr with them and enquire whether there be not another World whereof you may be Empress as well as I am of this,NA
721,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,38474,38736,No sooner had the Empress said this but some Immaterial Spirits came to visit her of whom she inquired Whether there were but three Worlds in all to wit the Blazing World where she was in the World which she came from and the World where the Duchess lived,NA
722,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,38738,38858,The Spirits answered That there were more numerous Worlds then the Stars which appeared in these three mentioned Worlds,NA
723,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,38860,38993,Then the Empress asked Whether it was not possible that her dearest friend the Duchess of Newcastle might be Empress of one of them,NA
724,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,38995,39097,Although there be numerous nay infinite Worlds answered the Spirits yet none is without Government,NA
725,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,39099,39183,But is none of these Worlds so weak said she that it may be surprized or conquered,NA
726,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,39185,39597,The Spirits answered That Lucians World of Lights had been for some time in a snuff but of late years one Helmont had got it who since he was Emperour of it had so strengthened the Immortal parts thereof with mortal outworks as it was for the present impregnable said the Empress If there be such an Infinite number of Worlds I am sure not onely my friend the Duchess but any other might obtain one,NA
424,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,39206,39210,Earth,location
425,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,39312,39316,Earth,location
727,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,39599,39713,Yes answered the Spirits if those Worlds were uninhabited but they are as populous as this your Majesty governs,NA
728,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,39715,39775,Why said the Empress it is not possible to conquer a World,NA
729,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,39777,39943,No answered the Spirits but for the most part Conquerers seldom enjoy their conquest for they being more feared then loved most commonly come to an untimely end,NA
730,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,39945,40317,If you will but direct me said the Duchess to the Spirits which World is easiest to be conquered her Majesty will assist me with Means and I will trust to Fate and Fortune for I had rather die in the adventure of noble atchievements then live in obscure and sluggish security since the by one I may live in a glorious Fame and by the other I am buried in oblivion,NA
731,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,40319,40427,The Spirits answered That the lives of Fame were like other lives for some lasted long and some died soon,NA
732,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,40429,40531,Tis true said the Duchess but yet the shortestlivd Fame lasts longer then the longest life of Man,NA
733,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,40533,40835,But replied the Spirits if occasion does not serve you you must content your self to live without such atchievements that may gain you a Fame But we wonder proceeded the Spirits that you desire to be Empress of a Terrestrial World when as you can create your self a Cœlestial World if you please,NA
734,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,40837,40888,What said the Empress can any Mortal be a Creator,NA
735,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,40890,41702,Yes answered the Spirits for every human Creature can create an Immaterial World fully inhabited by Immaterial Creatures and populous of Immaterial subjects such as we are and all this within the compass of the head or scull nay not onely so but he may create a World of what fashion and Government he will and give the Creatures thereof such motions figures forms colours perceptions c as he pleases and make Whirlpools Lights Pressures and Reactions c as he thinks best nay he may make a World full of Veins Muscles and Nerves and all these to move by one jolt or stroke also he may alter that World as often as he pleases or change it from a Natural World to an Artificial he may make a World of Ideas a World of Atoms a World of Lights or whatsoever his Fancy leads him to,NA
104,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,40962,41396,After they had thus argued the Empress began to grow angry at their Telescopes that they could give no better Intelligence for said she now I do plainly perceive that your Glasses are false Informers and instead of discovering the Truth delude your Senses Wherefore I Command you to break them and let the Birdmen trust onely to their natural eyes and examine Cœlestial Objects by the motions of their own Sense and Reason,NA
312,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,41390,41395,Reason,person
105,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,41398,42101,The Bearmen replied That it was not the fault of their Glasses which caused such differences in their Opinions but the sensitive motions in their Optick organs did not move alike nor were their rational judgments always regular To which the Empress answered That if their Glasses were true Informers they would rectifie their irregular Sense and Reason But said she Nature has made your Sense and Reason more regular then Art has your Glasses for they are meer deluders and will never lead you to the knowledg of Truth Wherefore I command you again to break them for you may observe the progressive motions of Cœlestial Bodies with your natural eyes better then through Artificial Glasses,NA
736,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,41704,41850,And since it is in your power to create such a World What need you to venture life reputation and tranquility to conquer a gross material World,NA
313,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,41752,41757,Reason,person
314,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,41806,41811,Reason,person
426,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,41831,41833,Art,location
737,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,41852,42263,For you can enjoy no more of a material world then a particular Creature is able to enjoy which is but a small part considering the compass of such a world and you may plainly observe it by your friend the Empress here which although she possesses a whole World yet enjoys she but a part thereof neither is she so much acquainted with it that she know all the places Countries and Dominions she Governs,NA
427,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,42023,42031,Cœlestial,location
106,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,42103,42369,The Bearmen being exceedingly troubled at her Majesties displeasure concerning their Telescopes kneeld down and in the humblest manner petitioned that they might not be broken for said they we take more delight in Artificial delusions then in Natural truths,NA
738,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,42265,42600,The truth is a soveraign Monarch has the general trouble but the Subjects enjoy all the delights and pleasures in parts for it is impossible that a Kingdom nay a Country should be injoyed by one person at once except he take the pains to travel into every part and endure the inconveniencies of going from one place to another,NA
428,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,42325,42334,Artificial,location
107,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,42371,42915,Besides we shall want Imployments for our Senses and Subjects for Arguments for were there nothing but truth and no falshood there would be no occasion to dispute and by this means we should want the aim and pleasure of our endeavors in confuting and contradicting each other neither would one man be thought wiser then another but all would either be alike knowing and wise or all would be fools wherefore we most humbly beseech your Imperial Majesty to spare our Glasses which are our onely delight and as dear to us as our lives,NA
1064,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,42417,42423,Kingdom,location
739,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,42602,43121,wherefore since glory delight and pleasure lives but in other mens opinions and can neither add tranquility to your mind nor give ease to your body Why should you desire to be Empress of a Material World and be troubled with the cares that attend Government when as by creating a World within your self you may enjoy all both in whole and in parts without controle or opposition and may make what World you please and alter it when you please and enjoy as much pleasure and delight as a World can afford you,NA
108,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,42917,43115,The Empress at last consented to their request but upon condition that their disputes and quarrels should remain within their Schools and cause no factions or disturbances in State or Government,NA
109,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,43117,43423,The Bearmen full of joy returned their most humble thanks to the Empress and to make her amends for the displeasure which their Telescopes had occasioned told her Majesty that they had several other artificial OptickGlasses which they were sure would give her Majesty a great deal more satisfaction,NA
740,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,43123,43313,You have converted me said the Duchess to the Spirits from my ambitious desire wherefore Ile take your advice reject and despise all the Worlds without me and create a World of my own,NA
741,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,43315,43436,The Empress said If I do make such a world then I shall be Mistress of two Worlds one within and the other without me,NA
110,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,43425,43628,Amongst the rest they brought forth several Microscopes by the means of which they could enlarge the shapes of little bodies and make a Lowse appear as big as an Elephant and a Mite as big as a Whale,NA
742,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,43438,43645,That your Majesty may said the Spirits and so left these two Ladies to create two Worlds within themselves who did also part from each other until such time as they had brought their Worlds to perfection,NA
111,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,43630,44194,First of all they shewed the Empress a gray Droneflye wherein they observed that the greatest part of her face nay of her head consisted of two large bunches all coverd over with a multitude of small Pearls or Hemispheres in a Trigonal order Which Pearls were of two degrees smaller and bigger the smaller degree was lowermost and looked towards the ground the other was upward and looked sideward forward and backward They were all so smooth and polished that they were able to represent the image of any object the number of them was in all 14000,NA
743,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,43647,44316,The Duchess of Newcastle was most earnest and industrious to make her World because she had none at present and first she resolved to frame it according to the opinion of Thales but she found her self so much troubled with Dæmons that they would not suffer her to take her own will but forced her to obey their orders and commands which she being unwilling to do left off from making a world that way and began to frame one according to Pythagorass Doctrine but in the Creation thereof she was so puzled with numbers how to order and compose the several parts that she having no skill in Arithmetick was forced also to desist from the making of that World,NA
112,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,44196,44366,After the view of this strange and miraculous Creature and their several observations upon it the Empress asked them What they judged those little Hemispheres might be,NA
744,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,44318,45396,Then she intended to create a World according to the opinion of Plato but she found more trouble and difficulty in that then in the two former for the numerous Ideas having no other motion but what was derived from her mind whence they did flow and issue out made it a far harder business to her to impart motion to them then Puppitplayers have in giving motion to every several Puppit in so much that her patience was not able to endure the trouble which those Ideas caused her wherefore she annihilated also that World and was resolved to make one according to the Opinion of Epicurus which she had no sooner begun but the infinite Atoms made such a mist that it quite blinded the perception of her mind neither was she able to make a Vacuum as a receptacle for those Atoms or a place which they might retire into so that partly for the want of it and of a good order and method the confusion of those Atoms produced such strange and monstrous figures as did more affright then delight her and caused such a Chaos in her mind as had almost dissolved it,NA
113,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,44368,44581,They answered That each of them was a perfect Eye by reason they perceived that each was covered with a Transparent Cornea containing a liquor within them which resembled the watery or glassie humor of the Eye,NA
114,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,44583,44727,To which the Emperess replied That they might be glassie Pearls and yet not Eyes and that perhaps their Microscopes did not truly inform them,NA
115,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,44729,45012,But they smilingly answered her Majesty That she did not know the vertue of those Microscopes for they never delude but rectifie and inform the Senses nay the World said they would be but blind without them as it has been in former ages before those Microscopes were invented,NA
116,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,45015,45742,After this they took a Charcoal and viewing it with one of their best Microscopes discovered in it an infinite multitude of pores some bigger some less so close and thick that they left but very little space betwixt them to be filled with a solid body and to give her Imperial Majesty a better assurance thereof they counted in a line of them an inch long no less then 2700 pores from which Observation they drew this following Conclusion to wit That this multitude of pores was the cause of the blackness of the Coal for said they a body that has so many pores from each of which no light is reflected must necessarily look black since black is nothing else but a privation of light or a want of reflection,NA
745,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,45398,46950,At last having with much ado cleansed and cleared her mind of these dusty and misty particles she endeavored to create a World according to Aristotles Opinion but remembring that her mind as most of the Learned hold it was Immaterial and that according to Aristotles Principle out of Nothing Nothing could be made she was forced also to desist from that work and then she fully resolved not to take any more patterns from the Ancient Philosophers but to follow the Opinions of the Moderns and to that end she endeavoured to make a World according to Des Cartes Opinion but when she had made the Æthereal Globules and set them a moving by a strong and lively imagination her mind became so dizzie with their extraordinary swift turning round that it almost put her into a swoon for her thoughts but their constant tottering did so stagger as if they had all been drunk wherefore she dissolved that World and began to make another according to Hobbss Opinion but when all the parts of this Imaginary World came to press and drive each other they seemed like a company of Wolves that worry sheep or like so many Dogs that hunt after Hares and when she found a reaction equal to those pressures her mind was so squeezed together that her thoughts could neither move forward nor backward which caused such an horrible pain in her head that although she had dissolved that World yet she could not without much difficulty settle her mind and free it from that pain which those pressures and reactions had caused in it,NA
117,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,45744,45975,But the Empress replied That if all Colours were made by reflection of light and that Black was as much a colour as any other colour then certainly they contradicted themselves in saying that black was made by want of reflection,NA
118,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,45977,46433,However not to interrupt your Microscopical Inspections said she let us see how Vegetables appear through your Glasses whereupon they took a Nettle and by the vertue of the Microscope discovered that underneath the points of the Nettle there were certain little bags or bladders containing a poysonous liquor and when the points had made way into the interior parts of the skin they like Syringepipes served to conveigh that same liquor into them,NA
119,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,46435,46611,To which Observation the Empress replied That if there were such poyson in Nettles then certainly in eating of them they would hurt us inwardly as much as they do outwardly,NA
120,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,46613,46879,But they answered That it belonged to Physicians more then to Experimental Philosophers to give Reasons hereof for they only made Microscopical inspections and related the Figures of the Natural parts of Creatures according to the representation of their glasses,NA
121,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,46882,47165,Lastly They shewed the Empress a Flea and a Lowse which Creatures through the Microscope appeard so terrible to her sight that they had almost put her into a swoon the description of all their parts would be very tedious to relate and therefore Ile forbear it at this present,NA
746,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,46953,47800,At last when the Duchess saw that no patterns would do her any good in the framing of her World she was resolved to make a World of her own Invention and this World was composed of sensitive and rational selfmoving Matter indeed it was composed onely of the Rational which is the subtilest and purest degree of Matter for as the Sensitive did move and act both to the perceptions and consistency of the body so this degree of Matter at the same point of time for though the degrees are mixt yet the several parts may move several ways at one time did move to the Creation of the Imaginary World which World after it was made appeard so curious and full of variety so well orderd and wisely governd that it cannot possibly be expressed by words nor the delight and pleasure which the Duchess took in making this Worldofherown,NA
122,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,47167,47586,The Empress after the view of those strangelyshaped Creatures pitied much those that are molested with them especially poor Beggars which although they have nothing to live on themselves are yet necessitated to maintain and feed of their own flesh and blood a company of such terrible Creatures called Lice who instead of thanks do reward them with pains and torment them for giving them nourishment and food,NA
123,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,47588,47779,But after the Empress had seen the shapes of these monstrous Creatures she desird to know Whether their Microscopes could hinder their biting or at least shew some means how to avoid them,NA
124,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,47781,47891,To which they answered That such Arts were mechanical and below the noble study of Microscopical observations,NA
747,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,47803,48153,In the mean time the Empress was also making and dissolving several Worlds in her own mind and was so puzled that she could not settle in any of them wherefore she sent for the Duchess who being ready to wait on the Empress carried her beloved World along with her and invited the Empresss Soul to observe the Frame Order and Government of it,NA
125,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,47893,48063,Then the Empress asked them Whether they had not such sorts of Glasses that could enlarge and magnifie the shapes of great Bodies as well as they had done of little ones,NA
126,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,48065,48426,Whereupon they took one of their best and largest Microscopes and endeavoured to view a Whale thorow it but alas the shape of the Whale was so big that its Circumference went beyond the magnifying quality of the Glass whether the error proceeded from the Glass or from a wrong position of the Whale against the reflection of light I cannot certainly tell,NA
748,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,48155,48553,Her Majesty was so ravished with the perception of it that her Soul desired to live in the Duchesss World But the Duchess advised her to make such another World in her own mind for said she your Majestys mind is full of rational corporeal motions and the rational motions of my mind shall assist you by the help of sensitive expressions with the best Instructions they are able to give you,NA
127,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,48428,49144,The Empress seeing the insufficiency of those MagnifyingGlasses that they were not able to enlarge all sorts of Objects asked the Bearmen whether they could not make Glasses of a contrary nature to those they had shewed her to wit such as instead of enlarging or magnifying the shape or figure of an Object could contract it beneath its natural proportion Which in obedience to her Majesties Commands they did and viewing through one of the best of them a huge and mighty Whale appeard no bigger then a Sprat nay through some no bigger then a VinegarEele and through their ordinary ones an Elephant seemed no bigger then a Flea a Camel no bigger then a Lowse and an Ostrich no bigger then a Mite,NA
749,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,48556,49359,The Empress being thus perswaded by the Duchess to make an imaginary World of her own followed her advice and after she had quite finished it and framed all kinds of Creatures proper and useful for it strengthened it with good Laws and beautified it with Arts and Sciences having nothing else to do unless she did dissolve her Imaginary World or made some alterations in the BlazingWorld she lived in which yet she could hardly do by reason it was so well ordered that it could not be mended for it was governed without secret and deceiving Policy neither was there any ambitious factions malicious detractions civil dissentions or homebred quarrels divisions in Religion Foreign Wars c but all the people lived in a peaceful society united Tranquility and Religious Conformity,NA
128,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,49146,49829,To relate all their Optick observations through the several sorts of their Glasses would be a tedious work and tire even the most patient Reader wherefore Ile pass them by onely this was very remarkable and worthy to be taken notice of that notwithstanding their great skil industry and ingenuity in Experimental Philosophy they could yet by no means contrive such Glasses by the help of which they could spy out a Vacuum with all its dimensions nor Immaterial substances Nonbeings and Mixtbeings or such as are between something and nothing which they were very much troubled at hoping that yet in time by long study and practice they might perhaps attain to it,NA
994,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,49339,49358,Religious Conformity,person
750,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,49361,49509,she was desirious to see the World the Duchess came from and observe therein the several sovereign Governments Laws and Customs of several Nations,NA
751,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,49511,50052,The Duchess used all the means she could to divert her from that Journey telling her that the World she came from was very much disturbed with Factions Divisions and Wars but the Empress would not be perswaded from her design and lest the Emperor or any of his subjects should know of her travel and obstruct her design she sent for some of the Spirits she had formerly conversed withal and inquired whether none of them could supply the place of her soul in her body at such a time when she was gone to travel into another World,NA
129,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,49832,50025,The Bird and Bearmen being dismissed the Empress called both the Syrens or Fishmen and the Wormmen to deliver their Observations which they had made both within the Seas and the Earth,NA
429,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50020,50024,Earth,location
130,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50027,50105,First she enquired of the Fishmen whence the saltness of the Sea did proceed,NA
752,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50054,50172,They answered Yes they could for not onely one said they but many Spirits may enter into your body if you please,NA
131,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50107,50653,To which they answered That there was a volatile salt in those parts of the Earth which as a bosom contain the Waters of the Sea which Salt being imbibed by the Sea became fixt and this imbibing motion was that they calld the Ebbing and Flowing of the Sea for said they the rising and swelling of the Water is caused by those parts of the volatile Salt as are not so easily imbibed which striving to ascend above the Water bear it up with such a motion as Man or some other Animal Creature in a violent exercise uses to take breath,NA
753,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50174,50363,The Empress replied she desired but one Spirit to be ViceRoy of her body in the absence of her Soul but it must be an honest and ingenious Spirit and if it was possible a female Spirit,NA
430,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50184,50188,Earth,location
431,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,50245,50248,Salt,location
754,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,50365,50813,The Spirits told her that there was no difference of Sexes amongst them but said they we will chuse an honest and ingenious Spirit and such a one as shall so resemble your soul that neither the Emperor nor any of his Subjects although the most Divine shall know whether it be your own soul or not which the Empress was very glad at and after the Spirits were gone asked the Duchess how her body was supplied in the absence of her soul,NA
