,author,title,id,type,start,end,constituents,words,kind
4608,"More, Thomas, Saint",Utopia,1,sentence,1,153,21:52,se carries us and by which we neither injure any other person nor lose the possession of greater pleasures and of such as draw no troubles after them,NA
4628,"More, Thomas, Saint",Utopia,1,sentence,1,166,19:56,ng the hare killed and torn by the dogs this ought rather to stir pity that a weak harmless and fearful hare should be devoured by strong fierce and cruel dogs,NA
4646,"More, Thomas, Saint",Utopia,1,sentence,1,158,23:55,ater pleasure except we fancy that it becomes stupid as soon as it has obtained that which it pursued and so neither knows nor rejoices in its own welfare,NA
4668,"More, Thomas, Saint",Utopia,1,sentence,1,429,0.779166667,nd by their industry they so cultivate their soil that there is nowhere to be seen a greater increase both of corn and cattle nor are there anywhere healthier men and freer from diseases for one may there see reduced to practice not only all the art that the husbandman employs in manuring and improving an ill soil but whole woods plucked up by the roots and in other places new ones planted where there were none before,NA
4685,"More, Thomas, Saint",Utopia,1,sentence,1,170,16:47, and though at first they could not arrive at perfection yet by making many essays they at last found out and corrected all their errors and conquered every difficulty,NA
4700,"More, Thomas, Saint",Utopia,1,sentence,1,295,0.674305556,ely is because they think that if they were not strictly restrained from all vagrant appetites very few would engage in a state in which they venture the quiet of their whole lives by being confined to one person and are obliged to endure all the inconveniences with which it is accompanied,NA
4714,"More, Thomas, Saint",Utopia,1,sentence,1,52,16:29,n nor by their chains and are at last put to death,NA
4729,"More, Thomas, Saint",Utopia,1,sentence,1,77,11:24,they have neither the leisure nor the capacity requisite for such an inquiry,NA
4740,"More, Thomas, Saint",Utopia,1,sentence,1,326,0.718055556,emed our enemy that has never injured us and that the partnership of human nature is instead of a league and that kindness and good nature unite men more effectually and with greater strength than any agreements whatsoever since thereby the engagements of mens hearts become stronger than the bond and obligation of words,NA
4777,"More, Thomas, Saint",Utopia,1,sentence,1,474,0.657638889,art of the armies of both sides so it often falls out that they who are related and were hired in the same country and so have lived long and familiarly together forgetting both their relations and former friendship kill one another upon no other consideration than that of being hired to it for a little money by princes of different interests and such a regard have they for money that they are easily wrought on by the difference of one penny a day to change sides,NA
4790,"More, Thomas, Saint",Utopia,1,sentence,1,316,24:89,al of their enemies set on him either openly or by ambuscade pursue him everywhere and when spent and wearied out are relieved by others who never give over the pursuit either attacking him with close weapons when they can get near him or with those which wound at a distance when others get in between them,NA
4813,"More, Thomas, Saint",Utopia,1,sentence,1,296,0.761111111,vading their country they prevent him and make his country the seat of the war for they do not willingly suffer any war to break in upon their island and if that should happen they would only defend themselves by their own people but would not call for auxiliary troops to their assistance,NA
4829,"More, Thomas, Saint",Utopia,1,sentence,1,51,13:21,y different party in religion fought by themselves,NA
4842,"More, Thomas, Saint",Utopia,1,sentence,1,16,16:19,of the deceased,NA
4857,"More, Thomas, Saint",Utopia,1,sentence,1,200,11:52,ce but these enter again upon their employments when they return and those who served in their absence attend upon the high priest till vacancies fall by death for there is one set over the rest,NA
4867,"More, Thomas, Saint",Utopia,1,sentence,1,121,16:41,s there any nation about them so fierce cruel or barbarous as not to look upon their persons as sacred and inviolable,NA
4882,"More, Thomas, Saint",Utopia,1,sentence,1,50,14:24,their duties both to Him and to their neighbours,NA
4896,"More, Thomas, Saint",Utopia,1,sentence,1,302,0.719444444,smith or a ploughman that works harder even than the beasts themselves and is employed in labours so necessary that no commonwealth could hold out a year without them can only earn so poor a livelihood and must lead so miserable a life that the condition of the beasts is much better than theirs,NA
4187,"More, Thomas, Saint",Utopia,1,sentence,2,385,0.775694444,many lose their limbs in civil or foreign wars as lately in the Cornish rebellion and some time ago in your wars with France who being thus mutilated in the service of their king and country can no more follow their old trades and are too old to learn new ones but since wars are only accidental things and have intervals let us consider those things that fall out every day,NA
4300,"More, Thomas, Saint",Utopia,1,sentence,2,165,14:48,to be supported underhand for by the League it cannot be done avowedly who has a pretension to the crown by which means that suspected prince may be kept in awe,NA
4339,"More, Thomas, Saint",Utopia,1,sentence,2,307,0.803472222,that moderate sum might be sufficient for any accident if either the king had occasion for it against the rebels or the kingdom against the invasion of an enemy but that it was not enough to encourage a prince to invade other mens rightsa circumstance that was the chief cause of his making that law,NA
4483,"More, Thomas, Saint",Utopia,1,sentence,2,1475,0.714583333,made up of idle persons that are kept more for show than use add to these all those strong and lusty beggars that go about pretending some disease in excuse for their begging and upon the whole account you will find that the number of those by whose labours mankind is supplied is much less than you perhaps imagined then consider how few of those that work are employed in labours that are of real service for we who measure all things by money give rise to many trades that are both vain and superfluous and serve only to support riot and luxury for if those who work were employed only in such things as the conveniences of life require there would be such an abundance of them that the prices of them would so sink that tradesmen could not be maintained by their gains if all those who labour about useless things were set to more profitable employments and if all they that languish out their lives in sloth and idleness every one of whom consumes as much as any two of the men that are at work were forced to labour you may easily imagine that a small proportion of time would serve for doing all that is either necessary profitable or pleasant to mankind especially while pleasure is kept within its due bounds this appears very plainly in Utopia for there in a great city and in all the territory that lies round it you can scarce find five hundred either men or women by their age and strength capable of labour that are not engaged in it,NA
4576,"More, Thomas, Saint",Utopia,1,sentence,2,242,0.7125,yet merely because he is rich give him little less than divine honours even though they know him to be so covetous and baseminded that notwithstanding all his wealth he will not part with one farthing of it to them as long as he lives,NA
4755,"More, Thomas, Saint",Utopia,1,sentence,2,135,23:51,done to take so severe a revenge on those that have injured them that they may be terrified from doing the like for the time to come,NA
4097,"More, Thomas, Saint",Utopia,1058,entity,4,17,NULL,Ralph Robinson,person
4843,"More, Thomas, Saint",Utopia,2,sentence,19,198,20:56,When they come from the funeral they discourse of his good life and worthy actions but speak of nothing oftener and with more pleasure than of his serenity at the hour of death,NA
4076,"More, Thomas, Saint",Utopia,2,sentence,21,292,27:79,It was translated with more literary skill by Gilbert Burnet in 1684 soon after he had conducted the defence of his friend Lord William Russell attended his execution vindicated his memory and been spitefully deprived by James II of his lectureship at St Clements,NA
4118,"More, Thomas, Saint",Utopia,2,sentence,26,392,25:112,One day as I was returning home from mass at St Marys which is the chief church and the most frequented of any in Antwerp I saw him by accident talking with a stranger who seemed past the flower of his age his face was tanned he had a long beard and his cloak was hanging carelessly about him so that by his looks and habit I concluded he was a seaman,NA
4468,"More, Thomas, Saint",Utopia,2,sentence,26,435,0.988888889,OF THEIR TRADES AND MANNER OF LIFE   Agriculture is that which is so universally understood among them that no person either man or woman is ignorant of it they are instructed in it from their childhood partly by what they learn at school and partly by practice they being led out often into the fields about the town where they not only see others at work but are likewise exercised in it themselves,NA
4025,"More, Thomas, Saint",Utopia,1059,entity,29,39,NULL,Thomas More,person
4026,"More, Thomas, Saint",Utopia,1060,entity,53,61,NULL,John More,person
4883,"More, Thomas, Saint",Utopia,2,sentence,53,292,25:77,As soon as the priest appears in those ornaments they all fall prostrate on the ground with so much reverence and so deep a silence that such as look on cannot but be struck with it as if it were the effect of the appearance of a deity,NA
4830,"More, Thomas, Saint",Utopia,2,sentence,54,493,0.992361111,After he had subdued them he made a law that every man might be of what religion he pleased and might endeavour to draw others to it by the force of argument and by amicable and modest ways but without bitterness against those of other opinions but that he ought to use no other force but that of persuasion and was neither to mix with it reproaches nor violence and such as did otherwise were to be condemned to banishment or slavery,NA
4715,"More, Thomas, Saint",Utopia,2,sentence,55,494,30:121,But those who bear their punishment patiently and are so much wrought on by that pressure that lies so hard on them that it appears they are really more troubled for the crimes they have committed than for the miseries they suffer are not out of hope but that at last either the Prince will by his prerogative or the people by their intercession restore them again to their liberty or at least very much mitigate their slavery,NA
4143,"More, Thomas, Saint",Utopia,2,sentence,66,187,33:56:00,He got wonderfully into their favour by showing them the use of the needle of which till then they were utterly ignorant,NA
4098,"More, Thomas, Saint",Utopia,1059,entity,67,80,NULL,Gilbert Burnet,person
4417,"More, Thomas, Saint",Utopia,1066,entity,70,74,NULL,Peter,person
4730,"More, Thomas, Saint",Utopia,2,sentence,80,586,25:126,Some of their neighbours who are masters of their own liberties having long ago by the assistance of the Utopians shaken off the yoke of tyranny and being much taken with those virtues which they observe among them have come to desire that they would send magistrates to govern them some changing them every year and others every five years at the end of their government they bring them back to Utopia with great expressions of honour and esteem and carry away others to govern in their stead,NA
4358,"More, Thomas, Saint",Utopia,2,sentence,104,417,34:103,But I see no other effect of this compliance except it be that men become more secure in their wickedness by it and this is all the success that I can have in a court for I must always differ from the rest and then I shall signify nothing or if I agree with them I shall then only help forward their madness,NA
4592,"More, Thomas, Saint",Utopia,2,sentence,106,261,41:74,And what reward can there be for one that has passed his whole life not only without pleasure but in pain if there is nothing to be expected after death,NA
4529,"More, Thomas, Saint",Utopia,2,sentence,115,290,45:80,The old men distribute to the younger any curious meats that happen to be set before them if there is not such an abundance of them that the whole company may be served alike,NA
4445,"More, Thomas, Saint",Utopia,2,sentence,118,312,50:91,Their doors have all two leaves which as they are easily opened so they shut of their own accord and there being no property among them every man may freely enter into any house whatsoever,NA
4204,"More, Thomas, Saint",Utopia,1083,entity,122,127,NULL,France,location
4868,"More, Thomas, Saint",Utopia,2,sentence,124,460,42:115,The first and the last day of the month and of the year is a festival they measure their months by the course of the moon and their years by the course of the sun the first days are called in their language the Cynemernes and the last the Trapemernes which answers in our language to the festival that begins or ends the season,NA
4389,"More, Thomas, Saint",Utopia,2,sentence,126,406,57:115,When he saw that we were very intent upon it he paused a little to recollect himself and began in this manner  The island of Utopia is in the middle two hundred miles broad and holds almost at the same breadth over a great part of it but it grows narrower towards both ends,NA
4316,"More, Thomas, Saint",Utopia,2,sentence,128,643,52:158,For if the judges but differ in opinion the clearest thing in the world is made by that means disputable and truth being once brought in question the king may then take advantage to expound the law for his own profit while the judges that stand out will be brought over either through fear or modesty and they being thus gained all of them may be sent to the Bench to give sentence boldly as the king would have it for fair pretences will never be wanting when sentence is to be given in the princes favour,NA
4756,"More, Thomas, Saint",Utopia,2,sentence,138,329,52:92,By these ends they measure all their designs and manage them so that it is visible that the appetite of fame or vainglory does not work so much on there as a just care of their own security,NA
4053,"More, Thomas, Saint",Utopia,1087,entity,144,149,NULL,London,location
4139,"More, Thomas, Saint",Utopia,1094,entity,145,151,NULL,Antwerp,location
4099,"More, Thomas, Saint",Utopia,1060,entity,146,165,NULL,Lord William Russell,person
4209,"More, Thomas, Saint",Utopia,2,sentence,149,303,50:78,They stop the course of agriculture destroying houses and towns reserving only the churches and enclose grounds that they may lodge their sheep in them,NA
3991,"More, Thomas, Saint",Utopia,2,sentence,153,341,71:108,After his earlier education at St Anthonys School in Threadneedle Street he was placed as a boy in the household of Cardinal John Morton Archbishop of Canterbury and Lord Chancellor,NA
4562,"More, Thomas, Saint",Utopia,2,sentence,153,341,48:83,I never saw a clearer instance of the opposite impressions that different customs make on people than I observed in the ambassadors of the Anemolians who came to Amaurot when I was there,NA
4609,"More, Thomas, Saint",Utopia,2,sentence,156,589,53:138,But they look upon those delights which men by a foolish though common mistake call pleasure as if they could change as easily the nature of things as the use of words as things that greatly obstruct their real happiness instead of advancing it because they so entirely possess the minds of those that are once captivated by them with a false notion of pleasure that there is no room left for pleasures of a truer or purer kind,NA
4647,"More, Thomas, Saint",Utopia,2,sentence,161,297,56:87,If it is said that health cannot be felt they absolutely deny it for what man is in health that does not perceive it when he is awake,NA
4368,"More, Thomas, Saint",Utopia,2,sentence,165,687,51:159,These laws I say might have such effect as good diet and care might have on a sick man whose recovery is desperate they might allay and mitigate the disease but it could never be quite healed nor the body politic be brought again to a good habit as long as property remains and it will fall out as in a complication of diseases that by applying a remedy to one sore you will provoke another and that which removes the one ill symptom produces others while the strengthening one part of the body weakens the rest,NA
4301,"More, Thomas, Saint",Utopia,2,sentence,168,1666,49:349,Now when things are in so great a fermentation and so many gallant men are joining counsels how to carry on the war if so mean a man as I should stand up and wish them to change all their counselsto let Italy alone and stay at home since the kingdom of France was indeed greater than could be well governed by one man that therefore he ought not to think of adding others to it and if after this I should propose to them the resolutions of the Achorians a people that lie on the southeast of Utopia who long ago engaged in war in order to add to the dominions of their prince another kingdom to which he had some pretensions by an ancient alliance this they conquered but found that the trouble of keeping it was equal to that by which it was gained that the conquered people were always either in rebellion or exposed to foreign invasions while they were obliged to be incessantly at war either for or against them and consequently could never disband their army that in the meantime they were oppressed with taxes their money went out of the kingdom their blood was spilt for the glory of their king without procuring the least advantage to the people who received not the smallest benefit from it even in time of peace and that their manners being corrupted by a long war robbery and murders everywhere abounded and their laws fell into contempt while their king distracted with the care of two kingdoms was the less able to apply his mind to the interest of either,NA
4629,"More, Thomas, Saint",Utopia,2,sentence,168,684,57:160,Therefore all this business of hunting is among the Utopians turned over to their butchers and those as has been already said are all slaves and they look on hunting as one of the basest parts of a butchers work for they account it both more profitable and more decent to kill those beasts that are more necessary and useful to mankind whereas the killing and tearing of so small and miserable an animal can only attract the huntsman with a false show of pleasure from which he can reap but small advantage,NA
4686,"More, Thomas, Saint",Utopia,2,sentence,172,589,48:133,Before this they only wrote on parchment on reeds or on the barks of trees but now they have established the manufactures of paper and set up printing presses so that if they had but a good number of Greek authors they would be quickly supplied with many copies of them at present though they have no more than those I have mentioned yet by several impressions they have multiplied them into many thousands,NA
4144,"More, Thomas, Saint",Utopia,3,sentence,190,557,57:132,They sailed before with great caution and only in summer time but now they count all seasons alike trusting wholly to the loadstone in which they are perhaps more secure than safe so that there is reason to fear that this discovery which was thought would prove so much to their advantage may by their imprudence become an occasion of much mischief to them,NA
4844,"More, Thomas, Saint",Utopia,3,sentence,201,566,57:124,They think such respect paid to the memory of good men is both the greatest incitement to engage others to follow their example and the most acceptable worship that can be offered them for they believe that though by the imperfection of human sight they are invisible to us yet they are present among us and hear those discourses that pass concerning themselves,NA
4858,"More, Thomas, Saint",Utopia,2,sentence,203,393,53:90,They are chosen by the people as the other magistrates are by suffrages given in secret for preventing of factions and when they are chosen they are consecrated by the college of priests,NA
4495,"More, Thomas, Saint",Utopia,2,sentence,245,543,67:122,The magistrates never engage the people in unnecessary labour since the chief end of the constitution is to regulate labour by the necessities of the public and to allow the people as much time as is necessary for the improvement of their minds in which they think the happiness of life consists,NA
4577,"More, Thomas, Saint",Utopia,2,sentence,245,916,67:194,These and such like notions have that people imbibed partly from their education being bred in a country whose customs and laws are opposite to all such foolish maxims and partly from their learning and studiesfor though there are but few in any town that are so wholly excused from labour as to give themselves entirely up to their studies these being only such persons as discover from their childhood an extraordinary capacity and disposition for letters yet their children and a great part of the nation both men and women are taught to spend those hours in which they are not obliged to work in reading and this they do through the whole progress of life,NA
4100,"More, Thomas, Saint",Utopia,1061,entity,247,251,NULL,James,person
4259,"More, Thomas, Saint",Utopia,1036,entity,256,262,NULL,Persian,location
4593,"More, Thomas, Saint",Utopia,3,sentence,264,379,75:98,Yet they do not place happiness in all sorts of pleasures but only in those that in themselves are good and honest,NA
4510,"More, Thomas, Saint",Utopia,2,sentence,283,402,73:95,In every street there are great halls that lie at an equal distance from each other distinguished by particular names,NA
4027,"More, Thomas, Saint",Utopia,1061,entity,284,294,NULL,John Morton,person
4530,"More, Thomas, Saint",Utopia,3,sentence,293,384,81:101,Thus old men are honoured with a particular respect yet all the rest fare as well as they,NA
4077,"More, Thomas, Saint",Utopia,3,sentence,294,421,80:106,Burnet was drawn to the translation of Utopia by the same sense of unreason in high places that caused More to write the book,NA
4884,"More, Thomas, Saint",Utopia,3,sentence,294,481,78:118,After they have been for some time in this posture they all stand up upon a sign given by the priest and sing hymns to the honour of God some musical instruments playing all the while,NA
4261,"More, Thomas, Saint",Utopia,2,sentence,295,502,75:115,When I had related all this I added that I did not see why such a method might not be followed with more advantage than could ever be expected from that severe justice which the Counsellor magnified so much,NA
4243,"More, Thomas, Saint",Utopia,2,sentence,298,547,76:128,Thus they have no wars among them they live rather conveniently than with splendour and may be rather called a happy nation than either eminent or famous for I do not think that they are known so much as by name to any but their next neighbours,NA
4701,"More, Thomas, Saint",Utopia,2,sentence,298,483,72:105,In choosing their wives they use a method that would appear to us very absurd and ridiculous but it is constantly observed among them and is accounted perfectly consistent with wisdom,NA
4648,"More, Thomas, Saint",Utopia,3,sentence,300,399,88:109,Is there any man that is so dull and stupid as not to acknowledge that he feels a delight in health,NA
4814,"More, Thomas, Saint",Utopia,2,sentence,301,505,77:119,OF THE RELIGIONS OF THE UTOPIANS   There are several sorts of religions not only in different parts of the island but even in every town some worshipping the sun others the moon or one of the planets,NA
4897,"More, Thomas, Saint",Utopia,2,sentence,305,748,77:170,For as the beasts do not work so constantly so they feed almost as well and with more pleasure and have no anxiety about what is to come whilst these men are depressed by a barren and fruitless employment and tormented with the apprehensions of want in their old age since that which they get by their daily labour does but maintain them at present and is consumed as fast as it comes in there is no overplus left to lay up for old age,NA
4210,"More, Thomas, Saint",Utopia,3,sentence,306,1104,79:242,As if forests and parks had swallowed up too little of the land those worthy countrymen turn the best inhabited places into solitudes for when an insatiable wretch who is a plague to his country resolves to enclose many thousand acres of ground the owners as well as tenants are turned out of their possessions by trick or by main force or being wearied out by ill usage they are forced to sell them by which means those miserable people both men and women married and unmarried old and young with their poor but numerous families since country business requires many hands are all forced to change their seats not knowing whither to go and they must sell almost for nothing their household stuff which could not bring them much money even though they might stay for a buyer,NA
4340,"More, Thomas, Saint",Utopia,2,sentence,310,442,78:102,He also thought that it was a good provision for that free circulation of money so necessary for the course of commerce and exchange,NA
4054,"More, Thomas, Saint",Utopia,1088,entity,311,320,NULL,Canterbury,location
4446,"More, Thomas, Saint",Utopia,3,sentence,315,370,92:104,At every ten years end they shift their houses by lots,NA
4290,"More, Thomas, Saint",Utopia,1106,entity,316,322,NULL,Solomon,person
4791,"More, Thomas, Saint",Utopia,2,sentence,319,421,90:112,So that unless he secures himself by flight they seldom fail at last to kill or to take him prisoner,NA
4028,"More, Thomas, Saint",Utopia,1062,entity,326,340,NULL,Lord Chancellor,person
4741,"More, Thomas, Saint",Utopia,2,sentence,331,497,75:109,OF THEIR MILITARY DISCIPLINE   They detest war as a very brutal thing and which to the reproach of human nature is more practised by men than by any sort of beasts,NA
4757,"More, Thomas, Saint",Utopia,3,sentence,332,513,93:130,As soon as they declare war they take care to have a great many schedules that are sealed with their common seal affixed in the most conspicuous places of their enemies country,NA
3992,"More, Thomas, Saint",Utopia,3,sentence,344,488,109:136,It was not unusual for persons of wealth or influence and sons of good families to be so established together in a relation of patron and client,NA
4563,"More, Thomas, Saint",Utopia,3,sentence,344,468,84:107,As they came to treat of affairs of great consequence the deputies from several towns met together to wait for their coming,NA
4548,"More, Thomas, Saint",Utopia,2,sentence,354,934,93:222,A great part of their treasure is now in bonds but in all their contracts no private man stands bound but the writing runs in the name of the town and the towns that owe them money raise it from those private hands that owe it to them lay it up in their public chamber or enjoy the profit of it till the Utopians call for it and they choose rather to let the greatest part of it lie in their hands who make advantage by it than to call for it themselves but if they see that any of their other neighbours stand more in need of it then they call it in and lend it to them,NA
4447,"More, Thomas, Saint",Utopia,4,sentence,372,617,105:155,They cultivate their gardens with great care so that they have both vines fruits herbs and flowers in them and all is so well ordered and so finely kept that I never saw gardens anywhere that were both so fruitful and so beautiful as theirs,NA
4419,"More, Thomas, Saint",Utopia,2,sentence,374,622,108:161,They breed very few horses but those they have are full of mettle and are kept only for exercising their youth in the art of sitting and riding them for they do not put them to any work either of ploughing or carriage in which they employ oxen,NA
4313,"More, Thomas, Saint",Utopia,1049,entity,375,379,NULL,Italy,location
4594,"More, Thomas, Saint",Utopia,4,sentence,381,551,99:133,There is a party among them who place happiness in bare virtue others think that our natures are conducted by virtue to happiness as that which is the chief good of man,NA
4531,"More, Thomas, Saint",Utopia,4,sentence,387,543,102:136,Both dinner and supper are begun with some lecture of morality that is read to them but it is so short that it is not tedious nor uneasy to them to hear it,NA
4188,"More, Thomas, Saint",Utopia,2,sentence,388,594,98:142,There is a great number of noblemen among you that are themselves as idle as drones that subsist on other mens labour on the labour of their tenants whom to raise their revenues they pare to the quick,NA
4119,"More, Thomas, Saint",Utopia,3,sentence,395,583,113:159,As soon as Peter saw me he came and saluted me and as I was returning his civility he took me aside and pointing to him with whom he had been discoursing he said Do you see that man,NA
4859,"More, Thomas, Saint",Utopia,3,sentence,396,518,91:117,The care of all sacred things the worship of God and an inspection into the manners of the people are committed to them,NA
4649,"More, Thomas, Saint",Utopia,4,sentence,402,451,110:119,And what is delight but another name for pleasure,NA
4511,"More, Thomas, Saint",Utopia,3,sentence,405,528,96:122,The Syphogrants dwell in those that are set over thirty families fifteen lying on one side of it and as many on the other,NA
4136,"More, Thomas, Saint",Utopia,1091,entity,406,410,NULL,Peter,person
4390,"More, Thomas, Saint",Utopia,3,sentence,409,444,116:123,Its figure is not unlike a crescent,NA
4359,"More, Thomas, Saint",Utopia,3,sentence,420,1405,104:315,I do not comprehend what you mean by your casting about or by the bending and handling things so dexterously that if they go not well they may go as little ill as may be for in courts they will not bear with a mans holding his peace or conniving at what others do a man must barefacedly approve of the worst counsels and consent to the blackest designs so that he would pass for a spy or possibly for a traitor that did but coldly approve of such wicked practices and therefore when a man is engaged in such a society he will be so far from being able to mend matters by his casting about as you call it that he will find no occasions of doing any goodthe ill company will sooner corrupt him than be the better for him or if notwithstanding all their ill company he still remains steady and innocent yet their follies and knavery will be imputed to him and by mixing counsels with them he must bear his share of all the blame that belongs wholly to others,NA
4078,"More, Thomas, Saint",Utopia,4,sentence,424,472,107:116,Burnets is the translation given in this volume,NA
4792,"More, Thomas, Saint",Utopia,3,sentence,424,579,113:144,When they have obtained a victory they kill as few as possible and are much more bent on taking many prisoners than on killing those that fly before them,NA
4314,"More, Thomas, Saint",Utopia,1050,entity,426,431,NULL,France,location
4669,"More, Thomas, Saint",Utopia,2,sentence,432,702,103:161,Their principal motive for this is the convenience of carriage that their timber may be either near their towns or growing on the banks of the sea or of some rivers so as to be floated to them for it is a harder work to carry wood at any distance over land than corn,NA
4469,"More, Thomas, Saint",Utopia,3,sentence,438,703,105:162,Besides agriculture which is so common to them all every man has some peculiar trade to which he applies himself such as the manufacture of wool or flax masonry smiths work or carpenters work for there is no sort of trade that is in great esteem among them,NA
4341,"More, Thomas, Saint",Utopia,3,sentence,445,607,103:130,And when a king must distribute all those extraordinary accessions that increase treasure beyond the due pitch it makes him less disposed to oppress his subjects,NA
4391,"More, Thomas, Saint",Utopia,4,sentence,447,642,124:163,Between its horns the sea comes in eleven miles broad and spreads itself into a great bay which is environed with land to the compass of about five hundred miles and is well secured from winds,NA
4650,"More, Thomas, Saint",Utopia,5,sentence,454,618,120:156,But of all pleasures they esteem those to be most valuable that lie in the mind the chief of which arise out of true virtue and the witness of a good conscience,NA
4869,"More, Thomas, Saint",Utopia,3,sentence,463,869,116:196,They have magnificent temples that are not only nobly built but extremely spacious which is the more necessary as they have so few of them they are a little dark within which proceeds not from any error in the architecture but is done with design for their priests think that too much light dissipates the thoughts and that a more moderate degree of it both recollects the mind and raises devotion,NA
4564,"More, Thomas, Saint",Utopia,4,sentence,471,1143,108:243,The ambassadors of the nations that lie near Utopia knowing their customs and that fine clothes are in no esteem among them that silk is despised and gold is a badge of infamy used to come very modestly clothed but the Anemolians lying more remote and having had little commerce with them understanding that they were coarsely clothed and all in the same manner took it for granted that they had none of those fine things among them of which they made no use and they being a vainglorious rather than a wise people resolved to set themselves out with so much pomp that they should look like gods and strike the eyes of the poor Utopians with their splendour,NA
4079,"More, Thomas, Saint",Utopia,5,sentence,475,575,117:134,The name of the book has given an adjective to our languagewe call an impracticable scheme Utopian,NA
4778,"More, Thomas, Saint",Utopia,2,sentence,477,725,108:159,So entirely does their avarice influence them and yet this money which they value so highly is of little use to them for what they purchase thus with their blood they quickly waste on luxury which among them is but of a poor and miserable form,NA
4885,"More, Thomas, Saint",Utopia,4,sentence,484,622,119:151,These are quite of another form than those used among us but as many of them are much sweeter than ours so others are made use of by us,NA
4702,"More, Thomas, Saint",Utopia,3,sentence,486,676,106:145,Before marriage some grave matron presents the bride naked whether she is a virgin or a widow to the bridegroom and after that some grave man presents the bridegroom naked to the bride,NA
3993,"More, Thomas, Saint",Utopia,4,sentence,491,549,137:150,The youth wore his patrons livery and added to his state,NA
4831,"More, Thomas, Saint",Utopia,3,sentence,496,708,110:149,This law was made by Utopus not only for preserving the public peace which he saw suffered much by daily contentions and irreconcilable heats but because he thought the interest of religion itself required it,NA
4716,"More, Thomas, Saint",Utopia,3,sentence,497,789,122:179,He that tempts a married woman to adultery is no less severely punished than he that commits it for they believe that a deliberate design to commit a crime is equal to the fact itself since its not taking effect does not make the person that miscarried in his attempt at all the less guilty,NA
4742,"More, Thomas, Saint",Utopia,3,sentence,500,1109,110:231,They in opposition to the sentiments of almost all other nations think that there is nothing more inglorious than that glory that is gained by war and therefore though they accustom themselves daily to military exercises and the discipline of war in which not only their men but their women likewise are trained up that in cases of necessity they may not be quite useless yet they do not rashly engage in war unless it be either to defend themselves or their friends from any unjust aggressors or out of good nature or in compassion assist an oppressed nation in shaking off the yoke of tyranny,NA
4262,"More, Thomas, Saint",Utopia,3,sentence,505,606,116:136,To this he answered That it could never take place in England without endangering the whole nation,NA
4815,"More, Thomas, Saint",Utopia,3,sentence,508,640,120:147,Some worship such men as have been eminent in former times for virtue or glory not only as ordinary deities but as the supreme god,NA
4575,"More, Thomas, Saint",Utopia,1056,entity,516,521,NULL,Utopia,location
4758,"More, Thomas, Saint",Utopia,4,sentence,516,577,131:144,This is carried secretly and done in many places all at once,NA
4860,"More, Thomas, Saint",Utopia,4,sentence,521,1361,118:289,It is a reproach to a man to be sent for by any of them or for them to speak to him in secret for that always gives some suspicion all that is incumbent on them is only to exhort and admonish the people for the power of correcting and punishing ill men belongs wholly to the Prince and to the other magistrates the severest thing that the priest does is the excluding those that are desperately wicked from joining in their worship there is not any sort of punishment more dreaded by them than this for as it loads them with infamy so it fills them with secret horrors such is their reverence to their religion nor will their bodies be long exempted from their share of trouble for if they do not very quickly satisfy the priests of the truth of their repentance they are seized on by the Senate and punished for their impiety,NA
4512,"More, Thomas, Saint",Utopia,4,sentence,531,752,123:166,In these halls they all meet and have their repasts the stewards of every one of them come to the marketplace at an appointed hour and according to the number of those that belong to the hall they carry home provisions,NA
4532,"More, Thomas, Saint",Utopia,5,sentence,546,940,137:216,From hence the old men take occasion to entertain those about them with some useful and pleasant enlargements but they do not engross the whole discourse so to themselves during their meals that the younger may not put in for a share on the contrary they engage them to talk that so they may in that free way of conversation find out the force of every ones spirit and observe his temper,NA
4225,"More, Thomas, Saint",Utopia,2,sentence,548,914,129:210,You have talked prettily for a stranger said he having heard of many things among us which you have not been able to consider well but I will make the whole matter plain to you and will first repeat in order all that you have said then I will show how much your ignorance of our affairs has misled you and will in the last place answer all your arguments,NA
4496,"More, Thomas, Saint",Utopia,3,sentence,548,720,123:157,OF THEIR TRAFFIC   But it is now time to explain to you the mutual intercourse of this people their commerce and the rules by which all things are distributed among them,NA
4244,"More, Thomas, Saint",Utopia,3,sentence,550,1143,129:248,Those that are found guilty of theft among them are bound to make restitution to the owner and not as it is in other places to the prince for they reckon that the prince has no more right to the stolen goods than the thief but if that which was stolen is no more in being then the goods of the thieves are estimated and restitution being made out of them the remainder is given to their wives and children and they themselves are condemned to serve in the public works but are neither imprisoned nor chained unless there happens to be some extraordinary circumstance in their crimes,NA
3994,"More, Thomas, Saint",Utopia,5,sentence,552,653,151:170,The patron used afterwards his wealth or influence in helping his young client forward in the world,NA
4595,"More, Thomas, Saint",Utopia,5,sentence,554,797,134:181,They define virtue thusthat it is a living according to Nature and think that we are made by God for that end they believe that a man then follows the dictates of Nature when he pursues or avoids things according to the direction of reason,NA
4145,"More, Thomas, Saint",Utopia,4,sentence,559,882,133:195,But it were too long to dwell on all that he told us he had observed in every place it would be too great a digression from our present purpose whatever is necessary to be told concerning those wise and prudent institutions which he observed among civilised nations may perhaps be related by us on a more proper occasion,NA
4276,"More, Thomas, Saint",Utopia,1135,entity,561,567,NULL,England,location
