,author,title,type,start,end,words,kind
491,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,588,694,The Spirits answered No for Numbers are odd and different and would make a disagreement in the Cabbala,NA
492,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,696,771,But said she again Is it a sin then not to know or understand the Cabbala,NA
493,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,773,1041,God is so merciful answered they and so just that he will never damn the ignorant and save onely those that pretend to know him and his secret Counsels by their Cabbalas but he loves those that adore and worship him with fear and reverence and with a pure heart,NA
10,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,817,985,View her Souls Picture Judgment witt     Then read those Lines which Shee hath writt     By Phancys Pencill drawne alone     Which Peces but Shee can justly owne,NA
11,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,991,1045,To The Duchesse of Newcastle On Her New BlazingWorld,NA
494,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1043,1137,she asked further which of these two Cabbalas was most approved the Natural or Theological,NA
12,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1053,1328,Our Elder World with all their Skill and Arts     Could but divide the World into three Parts     Columbus then for Navigation famd     Found a new World America tis namd     Now this new World was found it was not made     Onely discovered lying in Times shade,NA
495,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1139,1245,The Theological answered they is mystical and belongs onely to Faith but the Natural belongs to Reason,NA
352,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,1154,1161,Columbus,location
353,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,1214,1220,America,location
973,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,1239,1244,Reason,person
496,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1247,1311,Then she asked them Whether Divine Faith was made out of Reason,NA
974,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,1305,1310,Reason,person
497,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1313,1415,No answered they for Faith proceeds onely from a Divine saving Grace which is a peculiar Gift of God,NA
13,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1335,1421,Then what are You having no Chaos found     To make a World or any such least ground,NA
975,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,1377,1381,Grace,person
498,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1417,1523,How comes it then replied she that Men even those that are of several opinions have Faith more or less,NA
14,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1427,1514,But your Creating Fancy thought it fit     To make your World of Nothing but pure Wit,NA
15,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1520,1612,Your BlazingWorld beyond the Stars mounts higher     Enlightens all with a Cœlestial Fier,NA
499,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1525,1579,A Natural Belief answered they is not a Divine Faith,NA
500,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1581,1650,But proceeded the Empress How are you sure that God cannot be known,NA
16,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1619,1636,William Newcastle,NA
297,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,1619,1635,William Newcastle,person
17,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1642,1672,To all Noble and Worthy Ladies,NA
501,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1652,1745,The several Opinions you Mortals have of God answered they are sufficient witnesses thereof,NA
18,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1676,1913,This present  Description of a New World  was made as an Appendix to my  Observations upon Experimental Philosophy  and having some Sympathy and Coherence with each other were joyned together as Two several Worlds at their Two Poles,NA
502,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1747,1888,Well then replied the Empress leaving this inquisitive knowledg of God I pray inform me whether you Spirits give motion to Natural Bodies,NA
503,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1890,2164,No answered they but on the contrary Natural material bodies give Spirits motion for we Spirits being incorporeal have no motion but from our Corporeal Vehicles so that we move by the help of our Bodies and not the Bodies by our help for pure Spirits are immovable,NA
19,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,1915,2177,But by reason most Ladies take no delight in Philosophical Arguments I separated some from the mentioned Observations and caused them to go out by themselves that I might express my Respects in presenting to Them such Fancies as my Contemplations did afford,NA
354,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,1961,1973,Philosophical,location
504,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2166,2268,If this be so replied the Empress How comes it then that you can move so suddenly at a vast distance,NA
20,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2179,2300,The First Part is Romancical the Second Philosophical and the Third is meerly Fancy or as I may call it Fantastical,NA
505,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2270,2441,They answered That some sorts of matter were more pure rare and consequently more light and agil then others and this was the reason for their quick and sudden motions,NA
21,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2302,2693,And if Noble Ladies you should chance to take pleasure in reading these Fancies I shall account my self a Happy Creatoress If not I must be content to live a Melancholly Life in my own World which I cannot call a Poor World if Poverty be only want of Gold and Jewels for there is more Gold in it than all the Chymists ever made or as I verily believe will ever be able to make,NA
506,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2443,2529,Then the Empress asked them Whether they could speak without a body or bodily organs,NA
507,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2531,2600,No said they nor could we have any bodily sense but onely knowledg,NA
508,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2602,2658,she asked Whether they could have Knowledg without Body,NA
509,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2660,2764,Not a Natural answered they but a Supernatural Knowledg which is a far better Knowledg then a Natural,NA
22,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2695,3406,As for the Rocks of Diamonds I wish with all my Soul they might be shared amongst my Noble Female Friends upon which condition I would willingly quit my Part And of the Gold I should desire only so much as might suffice to repair my Noble Lord and Husbands Losses for I am not Covetous but as Ambitious as ever any of my Sex was is or can be which is the cause That though I cannot be Henry the Fifth or Charles the Second yet I will endeavour to be Margaret the First and though I have neither Power Time nor Occasion to be a great Conqueror like Alexander or Cesar yet rather than not be Mistress of a World since Fortune and the Fates would give me none I have made One of my own,NA
510,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2766,2835,Then she asked them Whether they had a General or Universal Knowledg,NA
298,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,2783,2802,Noble Female Friends,person
511,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2837,2994,They answered Single or particular created Spirits have not for not any Creature but God Himself can have an absolute and perfect knowledg of all things,NA
299,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,2935,2944,Noble Lord,person
512,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,2996,3072,The Empress asked them further Whether Spirits had inward and outward parts,NA
513,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3074,3141,No answered they for parts onely belong to bodies not to Spirits,NA
300,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,3095,3099,Henry,person
514,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3143,3207,Again she asked them Whether their Vehicles were living Bodies,NA
515,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3209,3344,They are Selfmoving Bodies answered they and therefore they must needs be living for nothing can move it self without it hath life,NA
301,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,3267,3275,Alexander,person
516,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3346,3506,Then said she it must necessarily follow that this living Selfmoving Body gives motion to the Spirit and not the Spirit motion to the Body as its Vehicle,NA
23,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3408,3572,And thus believing or at least hoping that no Creature can or will Envy me for this World of mine I remain  Noble Ladies Your Humble Servant M Newcastle,NA
517,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3508,3569,You say very true answered they and we told you this before,NA
302,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,3525,3536,Noble Ladies,person
518,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3571,3643,Then the Empress asked them Of what forms of Matter those Vehicles were,NA
24,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3578,3634,The Description of a New World Called The BlazingWorld,NA
25,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3638,4254,A Merchant travelling into a foreign Country fell extreamly in Love with a young Lady but being a stranger in that Nation and beneath her both in Birth and Wealth he could have but little hopes of obtaining his desire however his Love growing more and more vehement upon him even to the slighting of all difficulties he resolved at last to Steal her away which he had the better opportunity to do because her Fathers house was not far from the Sea and she often using to gather shells upon the shore accompanied not with above two to three of her servants it encouraged him the more to execute his design,NA
519,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3645,3753,They said they were of several different forms some gross and dense and others more pure rare and subtil,NA
355,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,3702,3705,Love,location
520,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3755,3839,If you be not Material said the Empress how can you be Generators of all Creatures,NA
521,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3841,3952,We are no more answered they the Generators of material Creatures then they are the Generators of us Spirits,NA
356,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,3874,3877,Love,location
522,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,3954,4007,Then she asked Whether they did leave their Vehicles,NA
523,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,4009,4170,No answered they for we being incorporeal cannot leave or quit them but our Vehicles do change into several forms and figures according as occasion requires,NA
524,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,4172,4252,Then the Empress desired the Spirits to tell her Whether Man was a little World,NA
525,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,4254,4330,They answered That if a Fly or Worm was a little World then Man was so too,NA
26,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,4256,5203,Thus coming one time with a little leight Vessel not unlike a Packetboat mannd with some few Seamen and well victualled for fear of some accidents which might perhaps retard their journey to the place where she used to repair he forced her away But when he fancied himself the happiest man of the World he proved to be the most unfortunate for Heaven frowning at his Theft raised such a Tempest as they knew not what to do or whither to steer their course so that the Vessel both by its own leightness and the violent motion of the Wind was carried as swift as an Arrow out of a Bow towards the Northpole and in a short time reached the Icy Sea where the wind forced it amongst huge pieces of Ice but being little and leight it did by the assistance and favour of the gods to this virtuous Lady so turn and wind through those precipices as if it had been guided by some experienced Pilot and skilful Mariner But alas,NA
526,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,4332,4476,she asked again Whether our Forefathers had been as wise as Men were at present and had understood sense and reason as well as they did now,NA
527,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,4478,4695,They answered That in former Ages they had been as wise as they are in this present nay wiser for said they many in this age do think their Forefathers have been Fools by which they prove themselves to be such,NA
528,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,4697,4770,The Empress asked further Whether there was any Plastick power in Nature,NA
529,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,4772,4909,Truly said the Spirits Plastick power is a hard word  signifies no more then the power of the corporeal figurative motions of Nature,NA
976,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,4772,4776,Truly,person
1029,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,4903,4908,Nature,location
530,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,4911,5057,After this the Empress desired the Spirits to inform her where the Paradise was Whether it was in the midst of the World as a Centre of pleasure,NA
357,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,4916,4922,Icy Sea,location
531,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,5059,5227,or Whether it was the whole World or a peculiar World by it self as a World of Life and not of Matter or whether it was mixt as a world of living animal Creatures,NA
27,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,5205,7081,Those few men which were in it not knowing whither they went nor what was to be done in so strange an Adventure and not being provided for so cold a Voyage were all frozen to death the young Lady onely by the light of her Beauty the heat of her Youth and Protection of the Gods remaining alive Neither was it a wonder that the men did freeze to death for they were not onely driven to the very end or point of the Pole of that World but even to another Pole of another World which joined close to it so that the cold having a double strength at the conjunction of those two Poles was insupportable At last the Boat still passing on was forced into another World for it is impossible to round this Worlds Globe from Pole to Pole so as we do from East to West because the Poles of the other World joining to the Poles of this do not allow any further passage to surround the World that way but if any one arrives to either of these Poles he is either forced to return or to enter into another World and lest you should scruple at it and think if it were thus those that live at the Poles would either see two Suns at one time or else they would never want the Suns light for six months together as it is commonly believed You must know that each of these Worlds having its own Sun to enlighten it they move each one in their peculiar Circles which motion is so just and exact that neither can hinder or obstruct the other for they do not exceed their Tropicks and although they should meet yet we in this World cannot so well perceive them by reason of the brightness of our Sun which being nearer to us obstructs the splendor of the Sun of the other World they being too far off to be discerned by our optick perception except we use very good Telescopes by which skilful Astronomers have often observed two or three Suns at once,NA
532,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,5229,5460,They answered That Paradise was not in the world she came from but in that world she lived in at present and that it was the very same place where she kept her Court and where her Palace stood in the midst of the Imperial City,NA
977,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,5249,5256,Paradise,person
533,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,5462,5563,The Empress asked further Whether in the beginning and Creation of the World all Beasts could speak,NA
534,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,5565,5756,They answered That no Beasts could speak but onely those sorts of Creatures which were Fishmen Bearmen Wormmen and the like which could speak in the first Age as well as they do now,NA
535,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,5758,5902,she asked again Whether they were none of those Spirits that frighted Adam out of the Paradise at least caused him not to return thither again,NA
536,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,5904,5933,They an swered they were not,NA
537,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,5935,6024,Then she desired to be informed whither Adam fled when he was driven out of the Paradise,NA
358,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,5970,5973,East,location
359,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,5978,5981,West,location
538,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,6026,6108,Out of this World said they you are now Empress of into the World you came from,NA
539,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,6110,6419,If this be so replied the Empress then surely those Cabbalists are much out of their story who believe the Paradise to be a world of Life onely without Matter for this world though it be most pleasant and fruitful yet it is not a world of meer Immaterial life but a world of living Material Creatures,NA
360,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,6394,6396,Sun,location
540,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,6421,6501,Without question they are answered the Spirits for not all Cabbalas are true,NA
541,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,6503,6729,Then the Empress asked That since it is mentioned in the story of the Creation of the World that Eve was tempted by the Serpent Whether the Devil was within the Serpent or Whether the Serpent tempted her without the Devil,NA
1030,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,6646,6650,Devil,location
1031,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,6724,6728,Devil,location
542,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,6731,6783,They answered That the Devil was within the Serpent,NA
1032,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,6755,6759,Devil,location
543,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,6785,6847,But how came it then replied she that the Serpent was cursed,NA
544,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,6849,7019,They answered because the Devil was in him for are not those men in danger of damnation which have the Devil within them who perswades them to believe and act wickedly,NA
1033,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,6876,6880,Devil,location
1034,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,6954,6958,Devil,location
545,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,7021,7090,The Empress asked further Whether Light and the Heavens were all one,NA
28,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,7083,8172,But to return to the wandering Boat and the distressed Lady she seeing all the Men dead found small comfort in life their Bodies which were preserved all that while from putrefaction and stench by the extremity of cold began now to thaw and corrupt whereupon she having not strength enough to fling them overboard was forced to remove out of her small Cabine upon the deck to avoid the nauseous smell and finding the Boat swim between two plains of Ice as a stream that runs betwixt two shores at last perceived land but covered all with Snow from which came walking upon the Ice strange Creatures in shape like Bears only they went upright as men those Creatures coming near the Boat catched hold of it with their Paws that served them instead of hands some two or three of them entred first and when they came out the rest went in one after another at last having viewed and observed all that was in the Boat they spake to each other in a language which the Lady did not understand and having carried her out of the Boat sunk it together with the dead men,NA
546,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,7092,7351,They answered That that Region which contains the Lucid natural Orbs was by Mortals named Heaven but the Beatifical Heaven which is the Habitation of the Blessed Angels and Souls was so far beyond it that it could not be compared to any Natural Creature,NA
1035,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,7143,7147,Lucid,location
547,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,7353,7419,Then the Empress asked them Whether all Matter was fluid at first,NA
548,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,7421,7548,They answered That Matter was always as it is and that some parts of Matter were rare some dense some fluid some solid c,NA
549,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,7550,7605,Neither was God bound to make all Matter fluid at first,NA
550,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,7607,7665,she asked further Whether Matter was immovable in it self,NA
551,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,7667,7865,We have answered you before said they That there is no motion but in Matter and were it not for the motion of Matter we Spirits could not move nor give you any answer to your several questions,NA
552,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,7867,8046,After this the Empress asked the Spirits Whether the Universe was made within the space of six days or Whether by those six days were meant so many Decrees or Commands of God,NA
553,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,8048,8233,They answered her That the World was made by the Allpowerful Decree and Command of God but whether there were six Decrees or Commands or fewer or more no Creature was able to tell,NA
29,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,8175,11649,The Lady now finding her self in so strange a place and amongst such wonderful kind of Creatures was extreamly strucken with fear and could entertain no other Thoughts but that every moment her life was to be a sacrifice to their cruelty but those Bearlike Creatures how terrible soever they appeard to her sight yet were they so far from exercising any cruelty upon her that rather they shewed her all civility and kindness imaginable for she being not able to go upon the Ice by reason of its slipperiness they took her up in their rough arms and carried her into their City where instead of Houses they had Caves under ground and as soon as they enterd the City both Males and Females young and old flockt together to see this Lady holding up their Paws in admiration at last having brought her into a certain large and spacious Cave which they intended for her reception they left her to the custody of the Females who entertained her with all kindness and respect and gave her such victuals as they used to eat but seeing her Constitution neither agreed with the temper of that Climate nor their Diet they were resolved to carry her into another Island of a warmer temper in which were men like Foxes onely walking in an upright shape who received their neighbours the Bearmen with great civility and Courtship very much admiring this beauteous Lady and having discoursed some while together agreed at last to make her a Present to the Emperor of their World to which end after she had made some short stay in the same place they brought her cross that Island to a large River whose stream run smooth and clear like Chrystal in which were numerous Boats much like our Foxtraps in one whereof she was carried some of the Bear and Foxmen waiting on her and as soon as they had crossed the River they came into an Island where there were Men which had heads beaks and feathers like wildGeese onely they went in an upright shape like the Bearmen and Foxmen their rumps they carried between their legs their wings were of the same length with their Bodies and their tails of an indifferent size trailing after them like a Ladies Garment and after the Bear and Foxmen had declared their intention and design to their Neighbours the Geese or Birdmen some of them joined to the rest and attended the Lady through that Island till they came to another great and large River where there was a preparation made of many Boats much like Birds nests onely of a bigger size and having crost that River they arrived into another Island which was of a pleasant and mild temper full of Woods and the Inhabitants thereof were Satyrs who received both the Bear Fox and Bird men with all respect and civility and after some conferences for they all understood each others language some chief of the Satyrs joining to them accompanied the Lady out of that Island to another River wherein were many handsome and commodious Barges and having crost that River they entered into a large and spacious Kingdom the men whereof were of a GrassGreen Complexion who entertained them very kindly and provided all conveniences for their further voyage hitherto they had onely crost Rivers but now they could not avoid the open Seas any longer wherefore they made their Ships and tacklings ready to sail over into the Island where the Emperor of the Blazing world for so it was calld kept his residence,NA
554,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,8236,8294,Then she inquired Whether there was no mystery in Numbers,NA
555,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,8296,8405,No other mystery answered the Spirits but reckoning or counting for Numbers are onely marks of remembrance,NA
556,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,8407,8613,But what do you think of the Number of Four said she which Cabbalists make such ado withal and of the Number of Ten when they say that Ten is all and that all Numbers are virtually comprehended in Four,NA
557,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,8615,8975,We think answered they that Cabbalists have nothing else to do but to trouble their heads with such useless Fancies for naturally there is no such thing as prime or all in Numbers nor is there any other mystery in Numbers but what Mans fancy makes but what Men call Prime or All we do not know because they do not agree in the number of their opinion,NA
558,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,8977,9116,Then the Empress asked Whether the number of six was a symbole of Matrimony as being made up of Male and Femal for two into three is six,NA
303,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,9030,9033,Cave,person
559,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,9118,9303,If any number can be a symbole of Matrimony answered the Spirits it is not Six but Two if two may be allowed to be a Number for the act of Matrimony is made up of two joined in one,NA
560,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,9305,9359,she asked again What they said to the number of Seven,NA
561,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,9361,9479,whether it was not an Embleme of God because Cabbalists say That it is neither begotten nor begets any other Number,NA
562,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,9481,9603,There can be no Embleme of God answered the Spirits for if we do not know what God is how can we make an Embleme of him,NA
563,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,9605,9828,Nor is there any Number in God for God is the perfection Himself but Numbers are imperfect and as for the begetting of numbers it is done by Multiplication and Addition but Substraction is as a kind of death to Numbers,NA
361,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,9791,9795,River,location
564,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,9830,9978,If there be no mystery in Numbers replied the Empress then it is in vain to refer to the Creation of the World to certain Numbers as Cabbalists do,NA
565,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,9980,10113,The onely mystery of Numbers answered they concerning the Creation of the World is that as Numbers do multiply so does the World,NA
362,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,10017,10021,River,location
566,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,10115,10162,The Empress asked how far Numbers did multiply,NA
567,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,10164,10197,The Spirits answered to Infinite,NA
568,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,10199,10254,Why said she Infinite cannot be reckoned nor numbred,NA
569,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,10256,10467,No more answered they can the parts of the Universe for Gods Creation being an Infinite action as proceeding from an Infinite Power could not rest upon a finite Number of Creatures were it never so great,NA
570,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,10469,10642,But leaving the mystery of Numbers proceeded the Empress Let me now desire you to inform me Whether the Suns and Planets were generated by the Heavens or Æthereal Matter,NA
363,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,10611,10615,River,location
571,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,10644,11216,The Spirits answered That the Stars and Planets were of the same matter which the Heavens the Æther and all other Natural Creatures did consist of but whether they were generated by the Heavens or Æther they could not tell if they be said they they are not like their Parents for the Sun Stars and Planets are more splendorous then the Æther as also more solid and constant in their motions But put the case the Stars and Planets were generated by the Heavens and the Æthereal Matter the question then would be Out of what these are generated or produced,NA
364,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,10737,10741,River,location
365,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,10770,10775,Island,location
366,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,10827,10831,Woods,location
1036,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,10937,10939,Sun,location
978,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,11081,11087,Planets,person
367,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,11119,11123,River,location
368,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,11198,11202,River,location
572,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,11218,11679,If these be created out of nothing and not generated out of something then it is probable the Sun Stars and Planets are so too nay it is more probable of the Stars and Planets then of the Heavens or the fluid Æther by reason the Stars and Planets seem to be further off from Mortality then the particular parts of the Æther for no doubt but the parts of the Æthereal Matter alter into several forms which we do not perceive of the Stars and Planets,NA
369,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,11244,11250,Kingdom,location
1037,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,11314,11316,Sun,location
370,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,11560,11565,Island,location
30,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,11651,13551,Very good Navigators they were and though they had no knowledg of the Loadstone or Needle or pendulous Watches yet which was as serviceable to them they had subtile observations and great practice in so much that they could not onely tell the depth of the Sea in every place but where there were shelves of Sand Rocks and other obstructions to be avoided by skilful and experienced Seamen Besides they were excellent Augurers which skill they counted more necessary and beneficial then the use of Compasses Cards Watches and the like but above the rest they had an extraordinary Art much to be taken notice of by Experimental Philosophers and that was a certain Engin which would draw in a great quantity of Air and shoot forth Wind with a great force this Engine in a calm they placed behind their Ships and in a storm before for it served against the raging waves like Cannons against an hostile Army or besieged Town it would batter and beat the waves in pieces were they as high as Steeples and as soon as a breach was made they forced their passage through in spight even of the most furious wind using two of those Engins at every Ship one before to beat off the waves and another behind to drive it on so that the artificial wind had the better of the natural for it had a greater advantage of the waves then the natural of the Ships the natural being above the face of the Water could not without a down right motion enter or press into the Ships whereas the artificial with a sidewardmotion did pierce into the bowels of the Waves Moreover it is to be observed that in a great Tempest they would join their Ships in battelaray and when they feared Wind and Waves would be too strong for them if they divided their Ships they joined as many together as the compass or advantage of the places of the Liquid Element would give them leave,NA
573,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,11681,11875,The Empress asked further Whether they could give her information of the three principles of Man according to the doctrine of the Platonists as first of the Intellect Spirit or Divine Light,NA
574,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,11877,11982,2 Of the Soul of Man her self and 3 Of the Image of the Soul that is her vital operation on the body,NA
575,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,11984,12258,The Spirits answered That they did not understand these three distinctions but that they seemd to corporeal sense and reason as if they were three several bodies or three several corporeal actions however said they they are intricate conceptions of irregular Fancies,NA
