,author,title,words.x,sentence_nr,words.y,kind
1068,"More, Thomas, Saint",Utopia,uctions of their own country which is very fruitful they have little commerce with any other nation and as they according to the genius of their country have no inclination to enlarge their borders so their mountains and the pension they pay to the Persian secure them from all invasions,3823,Persian,person
1069,"More, Thomas, Saint",Utopia,To this he answered That it could never take place in England without endangering the whole nation,3842,England,location
1070,"More, Thomas, Saint",Utopia,that mocker that rogue that scoundrel will perhaps feel  You do this perhaps with a good intention said the Cardinal but in my opinion it were wiser in you and perhaps better for you not to engage in so ridiculous a contest with a Fool  No my lord answered he that were not wisely done for Solomon the wisest of men said Answer a Fool according to his folly which I now do and show him the ditch into which he will fall if he is not aware of it for if the many mockers of Elisha who was but one bald man felt the effect of his zeal what will become of the mocker of so many Friars among whom there are so many bald men,3856,Solomon,person
1071,"More, Thomas, Saint",Utopia,To this I answered You have done me a great kindness in this relation for as everything has been related by you both wisely and pleasantly so you have made me imagine that I was in my own country and grown young again by recalling that good Cardinal to my thoughts in whose family I was bred from my childhood and though you are upon other accounts very dear to me yet you are the dearer because you honour his memory so much but after all this I cannot change my opinion for I still think that if you could overcome that aversion which you have to the courts of princes you might by the advice which it is in your power to give do a great deal of good to mankind and this is the chief design that every good man ought to propose to himself in living for your friend Plato thinks that nations will be happy when either philosophers become kings or kings become philosophers,3861,Plato,person
1072,"More, Thomas, Saint",Utopia,But Plato judged right that except kings themselves became philosophers they who from their childhood are corrupted with false notions would never fall in entirely with the counsels of philosophers and this he himself found to be true in the person of Dionysius,3864,Plato,person
1073,"More, Thomas, Saint",Utopia,For instance what could I signify if I were about the King of France and were called into his cabinet council where several wise men in his hearing were proposing many expedients as by what arts and practices Milan may be kept and Naples that has so often slipped out of their hands recovered how the Venetians and after them the rest of Italy may be subdued and then how Flanders Brabant and all Burgundy and some other kingdoms which he has swallowed already in his designs may be added to his empire,3866,France,location
1074,"More, Thomas, Saint",Utopia,For instance what could I signify if I were about the King of France and were called into his cabinet council where several wise men in his hearing were proposing many expedients as by what arts and practices Milan may be kept and Naples that has so often slipped out of their hands recovered how the Venetians and after them the rest of Italy may be subdued and then how Flanders Brabant and all Burgundy and some other kingdoms which he has swallowed already in his designs may be added to his empire,3866,Italy,location
1075,"More, Thomas, Saint",Utopia,For instance what could I signify if I were about the King of France and were called into his cabinet council where several wise men in his hearing were proposing many expedients as by what arts and practices Milan may be kept and Naples that has so often slipped out of their hands recovered how the Venetians and after them the rest of Italy may be subdued and then how Flanders Brabant and all Burgundy and some other kingdoms which he has swallowed already in his designs may be added to his empire,3866,King of France,person
1076,"More, Thomas, Saint",Utopia,For instance what could I signify if I were about the King of France and were called into his cabinet council where several wise men in his hearing were proposing many expedients as by what arts and practices Milan may be kept and Naples that has so often slipped out of their hands recovered how the Venetians and after them the rest of Italy may be subdued and then how Flanders Brabant and all Burgundy and some other kingdoms which he has swallowed already in his designs may be added to his empire,3866,Milan,location
1077,"More, Thomas, Saint",Utopia,For instance what could I signify if I were about the King of France and were called into his cabinet council where several wise men in his hearing were proposing many expedients as by what arts and practices Milan may be kept and Naples that has so often slipped out of their hands recovered how the Venetians and after them the rest of Italy may be subdued and then how Flanders Brabant and all Burgundy and some other kingdoms which he has swallowed already in his designs may be added to his empire,3866,Naples,location
1078,"More, Thomas, Saint",Utopia,One proposes a league with the Venetians to be kept as long as he finds his account in it and that he ought to communicate counsels with them and give them some share of the spoil till his success makes him need or fear them less and then it will be easily taken out of their hands another proposes the hiring the Germans and the securing the Switzers by pensions another proposes the gaining the Emperor by money which is omnipotent with him another proposes a peace with the King of Arragon and in order to cement it the yielding up the King of Navarres pretensions another thinks that the Prince of Castile is to be wrought on by the hope of an alliance and that some of his courtiers are to be gained to the French faction by pensions,3867,Prince,person
1079,"More, Thomas, Saint",Utopia,The hardest point of all is what to do with England a treaty of peace is to be set on foot and if their alliance is not to be depended on yet it is to be made as firm as possible and they are to be called friends but suspected as enemies therefore the Scots are to be kept in readiness to be let loose upon England on every occasion and some banished nobleman is ,3868,England,location
1080,"More, Thomas, Saint",Utopia,Now when things are in so great a fermentation and so many gallant men are joining counsels how to carry on the war if so mean a man as I should stand up and wish them to change all their counselsto let Italy alone and stay at home since the kingdom of France was indeed greater than could be well governed by one man that therefore he ought not to think of adding others to it and if after this I should propose to them the resolutions of the Achorians a people that lie on the southeast of Utopia who long ago engaged in war in order to add to the dominions of their prince another kingdom to which he had some pretensions by an ancient alliance this they conquered but found that the trouble of keeping it was equal to that by which it was gained that the conquered people were always either in rebellion or exposed to foreign invasions while they were obliged to be incessantly at war either for or against them and consequently could never disband their army that in the meantime they were oppressed with taxes their money went out of the kingdom their blood was spilt for the glory of their king without procuring the least advantage to the people who received not the smallest benefit from it even in time of peace and that their manners being corrupted by a long war robbery and murders everywhere abounded and their laws fell into contempt while their king distracted with the care of two kingdoms was the less able to apply his mind to the interest of either,3870,France,location
1081,"More, Thomas, Saint",Utopia,Now when things are in so great a fermentation and so many gallant men are joining counsels how to carry on the war if so mean a man as I should stand up and wish them to change all their counselsto let Italy alone and stay at home since the kingdom of France was indeed greater than could be well governed by one man that therefore he ought not to think of adding others to it and if after this I should propose to them the resolutions of the Achorians a people that lie on the southeast of Utopia who long ago engaged in war in order to add to the dominions of their prince another kingdom to which he had some pretensions by an ancient alliance this they conquered but found that the trouble of keeping it was equal to that by which it was gained that the conquered people were always either in rebellion or exposed to foreign invasions while they were obliged to be incessantly at war either for or against them and consequently could never disband their army that in the meantime they were oppressed with taxes their money went out of the kingdom their blood was spilt for the glory of their king without procuring the least advantage to the people who received not the smallest benefit from it even in time of peace and that their manners being corrupted by a long war robbery and murders everywhere abounded and their laws fell into contempt while their king distracted with the care of two kingdoms was the less able to apply his mind to the interest of either,3870,Italy,location
1082,"More, Thomas, Saint",Utopia,Now when things are in so great a fermentation and so many gallant men are joining counsels how to carry on the war if so mean a man as I should stand up and wish them to change all their counselsto let Italy alone and stay at home since the kingdom of France was indeed greater than could be well governed by one man that therefore he ought not to think of adding others to it and if after this I should propose to them the resolutions of the Achorians a people that lie on the southeast of Utopia who long ago engaged in war in order to add to the dominions of their prince another kingdom to which he had some pretensions by an ancient alliance this they conquered but found that the trouble of keeping it was equal to that by which it was gained that the conquered people were always either in rebellion or exposed to foreign invasions while they were obliged to be incessantly at war either for or against them and consequently could never disband their army that in the meantime they were oppressed with taxes their money went out of the kingdom their blood was spilt for the glory of their king without procuring the least advantage to the people who received not the smallest benefit from it even in time of peace and that their manners being corrupted by a long war robbery and murders everywhere abounded and their laws fell into contempt while their king distracted with the care of two kingdoms was the less able to apply his mind to the interest of either,3870,Utopia,location
1083,"More, Thomas, Saint",Utopia,To these things I would add that law among the Macariansa people that live not far from Utopiaby which their king on the day on which he began to reign is tied by an oath confirmed by solemn sacrifices never to have at once above a thousand pounds of gold in his treasures or so much silver as is equal to that in value,3903,Utopia,location
1084,"More, Thomas, Saint",Utopia,But though these discourses may be uneasy and ungrateful to them I do not see why they should seem foolish or extravagant indeed if I should either propose such things as Plato has contrived in his Commonwealth or as the Utopians practise in theirs though they might seem better as certainly they are yet they are so different from our establishment which is founded on property there being no such thing among them that I could not expect that it would have any effect on them,3920,Plato,person
1085,"More, Thomas, Saint",Utopia,But though these discourses may be uneasy and ungrateful to them I do not see why they should seem foolish or extravagant indeed if I should either propose such things as Plato has contrived in his Commonwealth or as the Utopians practise in theirs though they might seem better as certainly they are yet they are so different from our establishment which is founded on property there being no such thing among them that I could not expect that it would have any effect on them,3920,Utopia,location
1086,"More, Thomas, Saint",Utopia,But such discourses as mine which only call past evils to mind and give warning of what may follow leave nothing in them that is so absurd that they may not be used at any time for they can only be unpleasant to those who are resolved to run headlong the contrary way and if we must let alone everything as absurd or extravagantwhich by reason of the wicked lives of many may seem uncouthwe must even among Christians give over pressing the greatest part of those things that Christ hath taught us though He has commanded us not to conceal them but to proclaim on the housetops that which He taught in secret,3921,Christian,location
1087,"More, Thomas, Saint",Utopia,But such discourses as mine which only call past evils to mind and give warning of what may follow leave nothing in them that is so absurd that they may not be used at any time for they can only be unpleasant to those who are resolved to run headlong the contrary way and if we must let alone everything as absurd or extravagantwhich by reason of the wicked lives of many may seem uncouthwe must even among Christians give over pressing the greatest part of those things that Christ hath taught us though He has commanded us not to conceal them but to proclaim on the housetops that which He taught in secret,3921,Christian,person
1088,"More, Thomas, Saint",Utopia,It was no ill simile by which Plato set forth the unreasonableness of a philosophers meddling with government,3926,Plato,person
1089,"More, Thomas, Saint",Utopia,Therefore when I reflect on the wise and good constitution of the Utopians among whom all things are so well governed and with so few laws where virtue hath its due reward and yet there is such an equality that every man lives in plentywhen I compare with them so many other nations that are still making new laws and yet can never bring their constitution to a right regulation where notwithstanding every one has his property yet all the laws that they can invent have not the power either to obtain or preserve it or even to enable men certainly to distinguish what is their own from what is anothers of which the many lawsuits that every day break out and are eternally depending give too plain a demonstrationwhen I say I balance all these things in my thoughts I grow more favourable to Plato and do not wonder that he resolved not to make any laws for such as would not submit to a community of all things for so wise a man could not but foresee that the setting all upon a level was the only way to make a nation happy which cannot be obtained so long as there is property for when every man draws to himself all that he can compass by one title or another it must needs follow that how plentiful soever a nation may be yet a few dividing the wealth of it among themselves the rest must fall into indigence,3928,Plato,person
1090,"More, Thomas, Saint",Utopia,Therefore when I reflect on the wise and good constitution of the Utopians among whom all things are so well governed and with so few laws where virtue hath its due reward and yet there is such an equality that every man lives in plentywhen I compare with them so many other nations that are still making new laws and yet can never bring their constitution to a right regulation where notwithstanding every one has his property yet all the laws that they can invent have not the power either to obtain or preserve it or even to enable men certainly to distinguish what is their own from what is anothers of which the many lawsuits that every day break out and are eternally depending give too plain a demonstrationwhen I say I balance all these things in my thoughts I grow more favourable to Plato and do not wonder that he resolved not to make any laws for such as would not submit to a community of all things for so wise a man could not but foresee that the setting all upon a level was the only way to make a nation happy which cannot be obtained so long as there is property for when every man draws to himself all that he can compass by one title or another it must needs follow that how plentiful soever a nation may be yet a few dividing the wealth of it among themselves the rest must fall into indigence,3928,Utopia,location
1091,"More, Thomas, Saint",Utopia,I do not wonder said he that it appears so to you since you have no notion or at least no right one of such a constitution but if you had been in Utopia with me and had seen their laws and rules as I did for the space of five years in which I lived among them and during which time I was so delighted with them that indeed I should never have left them if it had not been to make the discovery of that new world to the Europeans you would then confess that you had never seen a people so well constituted as they,3937,Europe,location
1092,"More, Thomas, Saint",Utopia,I do not wonder said he that it appears so to you since you have no notion or at least no right one of such a constitution but if you had been in Utopia with me and had seen their laws and rules as I did for the space of five years in which I lived among them and during which time I was so delighted with them that indeed I should never have left them if it had not been to make the discovery of that new world to the Europeans you would then confess that you had never seen a people so well constituted as they,3937,Utopia,location
1093,"More, Thomas, Saint",Utopia,They call us all by a general name of The nations that lie beyond the equinoctial line for their chronicle mentions a shipwreck that was made on their coast twelve hundred years ago and that some Romans and Egyptians that were in the ship getting safe ashore spent the rest of their days amongst them and such was their ingenuity that from this single opportunity they drew the advantage of learning from those unlookedfor guests and acquired all the useful arts that were then among the Romans and which were known to these shipwrecked men and by the hints that they gave them they themselves found out even some of those arts which they could not fully explain so happily did they improve that accident of having some of our people cast upon their shore,3942,Egypt,location
1094,"More, Thomas, Saint",Utopia,But if such an accident has at any time brought any from thence into Europe we have been so far from improving it that we do not so much as remember it as in aftertimes perhaps it will be forgot by our people that I was ever there for though they from one such accident made themselves masters of all the good inventions that were among us yet I believe it would be long before we should learn or put in practice any of the good institutions that are among them,3943,Europe,location
1095,"More, Thomas, Saint",Utopia,ervants to take care that none might come and interrupt us and both Peter and I desired Raphael to be as good as his word,3950,Raphael,person
1096,"More, Thomas, Saint",Utopia,When he saw that we were very intent upon it he paused a little to recollect himself and began in this manner  The island of Utopia is in the middle two hundred miles broad and holds almost at the same breadth over a great part of it but it grows narrower towards both ends,3951,Utopia,location
1097,"More, Thomas, Saint",Utopia,Their records that contain the history of their town and State are preserved with an exact care and run backwards seventeen hundred and sixty years,4011,State,location
1098,"More, Thomas, Saint",Utopia,OF THEIR MAGISTRATES   Thirty families choose every year a magistrate who was anciently called the Syphogrant but is now called the Philarch and over every ten Syphogrants with the families subject to them there is another magistrate who was anciently called the Tranibore but of late the Archphilarch,4016,Syphogrant,location
1099,"More, Thomas, Saint",Utopia,All the Syphogrants who are in number two hundred choose the Prince out of a list of four who are named by the people of the four divisions of the city but they take an oath before they proceed to an election that they will choose him whom they think most fit for the office they give him their voices secretly so that it is not known for whom every one gives his suffrage,4017,Prince,person
1100,"More, Thomas, Saint",Utopia,All the Syphogrants who are in number two hundred choose the Prince out of a list of four who are named by the people of the four divisions of the city but they take an oath before they proceed to an election that they will choose him whom they think most fit for the office they give him their voices secretly so that it is not known for whom every one gives his suffrage,4017,Syphogrant,location
1101,"More, Thomas, Saint",Utopia,The Prince is for life unless he is removed upon suspicion of some design to enslave the people,4018,Prince,person
1102,"More, Thomas, Saint",Utopia,The Tranibors meet every third day and oftener if necessary and consult with the Prince either concerning the affairs of the State in general or such private differences as may arise sometimes among the people though that falls out but seldom,4020,Prince,person
1103,"More, Thomas, Saint",Utopia,The Tranibors meet every third day and oftener if necessary and consult with the Prince either concerning the affairs of the State in general or such private differences as may arise sometimes among the people though that falls out but seldom,4020,State,location
1104,"More, Thomas, Saint",Utopia,There are always two Syphogrants called into the council chamber and these are changed every day,4021,Syphogrant,location
1105,"More, Thomas, Saint",Utopia,It is death for any to meet and consult concerning the State unless it be either in their ordinary council or in the assembly of the whole body of the people,4023,State,location
1106,"More, Thomas, Saint",Utopia,These things have been so provided among them that the Prince and the Tranibors may not conspire together to change the government and enslave the people and therefore when anything of great importance is set on foot it is sent to the Syphogrants who after they have communicated it to the families that belong to their divisions and have considered it among themselves make report to the senate and upon great occasions the matter is referred to the council of the whole island,4024,Prince,person
1107,"More, Thomas, Saint",Utopia,These things have been so provided among them that the Prince and the Tranibors may not conspire together to change the government and enslave the people and therefore when anything of great importance is set on foot it is sent to the Syphogrants who after they have communicated it to the families that belong to their divisions and have considered it among themselves make report to the senate and upon great occasions the matter is referred to the council of the whole island,4024,Syphogrant,location
1108,"More, Thomas, Saint",Utopia,The chief and almost the only business of the Syphogrants is to take care that no man may live idle but that every one may follow his trade diligently yet they do not wear themselves out with perpetual toil from morning to night as if they were beasts of burden which as it is indeed a heavy slavery so it is everywhere the common course of life amongst all mechanics except the Utopians but they dividing the day and night into twentyfour hours appoint six of these for work three of which are before dinner and three after they then sup and at eight oclock counting from noon go to bed and sleep eight hours the rest of their time besides that taken up in work eating and sleeping is left to every mans discretion yet they are not to abuse that interval to luxury and idleness but must employ it in some proper exercise according to their various inclinations which is for the most part reading,4035,Syphogrant,location
1109,"More, Thomas, Saint",Utopia,The chief and almost the only business of the Syphogrants is to take care that no man may live idle but that every one may follow his trade diligently yet they do not wear themselves out with perpetual toil from morning to night as if they were beasts of burden which as it is indeed a heavy slavery so it is everywhere the common course of life amongst all mechanics except the Utopians but they dividing the day and night into twentyfour hours appoint six of these for work three of which are before dinner and three after they then sup and at eight oclock counting from noon go to bed and sleep eight hours the rest of their time besides that taken up in work eating and sleeping is left to every mans discretion yet they are not to abuse that interval to luxury and idleness but must employ it in some proper exercise according to their various inclinations which is for the most part reading,4035,Utopia,location
1110,"More, Thomas, Saint",Utopia,made up of idle persons that are kept more for show than use add to these all those strong and lusty beggars that go about pretending some disease in excuse for their begging and upon the whole account you will find that the number of those by whose labours mankind is supplied is much less than you perhaps imagined then consider how few of those that work are employed in labours that are of real service for we who measure all things by money give rise to many trades that are both vain and superfluous and serve only to support riot and luxury for if those who work were employed only in such things as the conveniences of life require there would be such an abundance of them that the prices of them would so sink that tradesmen could not be maintained by their gains if all those who labour about useless things were set to more profitable employments and if all they that languish out their lives in sloth and idleness every one of whom consumes as much as any two of the men that are at work were forced to labour you may easily imagine that a small proportion of time would serve for doing all that is either necessary profitable or pleasant to mankind especially while pleasure is kept within its due bounds this appears very plainly in Utopia for there in a great city and in all the territory that lies round it you can scarce find five hundred either men or women by their age and strength capable of labour that are not engaged in it,4042,Utopia,location
1111,"More, Thomas, Saint",Utopia,Even the Syphogrants though excused by the law yet do not excuse themselves but work that by their examples they may excite the industry of the rest of the people the like exemption is allowed to those who being recommended to the people by the priests are by the secret suffrages of the Syphogrants privileged from labour that they may apply themselves wholly to study and if any of these fall short of those hopes that they seemed at first to give they are obliged to return to work and sometimes a mechanic that so employs his leisure hours as to make a considerable advancement in learning is eased from being a tradesman and ranked among their learned men,4043,Syphogrant,location
1112,"More, Thomas, Saint",Utopia,Out of these they choose their ambassadors their priests their Tranibors and the Prince himself anciently called their Barzenes but is called of late their Ademus,4044,Prince,person
1113,"More, Thomas, Saint",Utopia,But among the Utopians all things are so regulated that men very seldom build upon a new piece of ground and are not only very quick in repairing their houses but show their foresight in preventing their decay so that their buildings are preserved very long with but very little labour and thus the builders to whom that care belongs are often without employment except the hewing of timber and the squaring of stones that the materials may be in readiness for raising a building very suddenly when there is any occasion for it,4048,Utopia,location
1114,"More, Thomas, Saint",Utopia,There is no reason for giving a denial to any person since there is such plenty of everything among them and there is no danger of a mans asking for more than he needs they have no inducements to do this since they are sure they shall always be supplied it is the fear of want that makes any of the whole race of animals either greedy or ravenous but besides fear there is in man a pride that makes him fancy it a particular glory to excel others in pomp and excess but by the laws of the Utopians there is no room for this,4065,Utopia,location
1115,"More, Thomas, Saint",Utopia,The Syphogrants dwell in those that are set over thirty families fifteen lying on one side of it and as many on the other,4070,Syphogrant,location
1116,"More, Thomas, Saint",Utopia,After the steward of the hospitals has taken for the sick whatsoever the physician prescribes then the best things that are left in the market are distributed equally among the halls in proportion to their numbers only in the first place they serve the Prince the Chief Priest the Tranibors the Ambassadors and strangers if there are any which indeed falls out but seldom and for whom there are houses well furnished particularly appointed for their reception when they come among them,4075,Prince,person
1117,"More, Thomas, Saint",Utopia,At the hours of dinner and supper the whole Syphogranty being called together by sound of trumpet they meet and eat together except only such as are in the hospitals or lie sick at home,4076,Syphogrant,location
1118,"More, Thomas, Saint",Utopia,Every child is nursed by its own mother if death or sickness does not intervene and in that case the Syphogrants wives find out a nurse quickly which is no hard matter for any one that can do it offers herself cheerfully for as they are much inclined to that piece of mercy so the child whom they nurse considers the nurse as its mother,4080,Syphogrant,location
1119,"More, Thomas, Saint",Utopia,In the middle of the first table which stands across the upper end of the hall sit the Syphogrant and his wife for that is the chief and most conspicuous place next to him sit two of the most ancient for there go always four to a mess,4082,Syphogrant,location
1120,"More, Thomas, Saint",Utopia,If there is a temple within the Syphogranty the Priest and his wife sit with the Syphogrant above all the rest next them there is a mixture of old and young who are so placed that as the young are set near others so they are mixed with the more ancient which they say was appointed on this account that the gravity of the old people and the reverence that is due to them might restrain the younger from all indecent words and gestures,4083,Syphogrant,location
1121,"More, Thomas, Saint",Utopia,OF THE TRAVELLING OF THE UTOPIANS   If any man has a mind to visit his friends that live in some other town or desires to travel and see the rest of the country he obtains leave very easily from the Syphogrant and Tranibors when there is no particular occasion for him at home,4093,Syphogrant,location
1122,"More, Thomas, Saint",Utopia,Such as travel carry with them a passport from the Prince which both certifies the licence that is granted for travelling and limits the time of their return,4094,Prince,person
1123,"More, Thomas, Saint",Utopia,A great part of their treasure is now in bonds but in all their contracts no private man stands bound but the writing runs in the name of the town and the towns that owe them money raise it from those private hands that owe it to them lay it up in their public chamber or enjoy the profit of it till the Utopians call for it and they choose rather to let the greatest part of it lie in their hands who make advantage by it than to call for it themselves but if they see that any of their other neighbours stand more in need of it then they call it in and lend it to them,4105,Utopia,location
1124,"More, Thomas, Saint",Utopia,If these metals were laid up in any tower in the kingdom it would raise a jealousy of the Prince and Senate and give birth to that foolish mistrust into which the people are apt to falla jealousy of their intending to sacrifice the interest of the public to their own private advantage,4112,Prince,person
1125,"More, Thomas, Saint",Utopia,Of the same metals they likewise make chains and fetters for their slaves to some of which as a badge of infamy they hang an earring of gold and make others wear a chain or a coronet of the same metal and thus they take care by all possible means to render gold and silver of no esteem and from hence it is that while other nations part with their gold and silver as unwillingly as if one tore out their bowels those of Utopia would look on their giving in all they possess of those metals when there were any use for them but as the parting with a trifle or as we would esteem the loss of a penny,4116,Utopia,location
1126,"More, Thomas, Saint",Utopia,The ambassadors of the nations that lie near Utopia knowing their customs and that fine clothes are in no esteem among them that silk is despised and gold is a badge of infamy used to come very modestly clothed but the Anemolians lying more remote and having had little commerce with them understanding that they were coarsely clothed and all in the same manner took it for granted that they had none of those fine things among them of which they made no use and they being a vainglorious rather than a wise people resolved to set themselves out with so much pomp that they should look like gods and strike the eyes of the poor Utopians with their splendour,4121,Utopia,location
1127,"More, Thomas, Saint",Utopia,Thus three ambassadors made their entry with a hundred attendants all clad in garments of different colours and the greater part in silk the ambassadors themselves who were of the nobility of their country were in clothofgold and adorned with massy chains earrings and rings of gold their caps were covered with bracelets set full of pearls and other gemsin a word they were set out with all those things that among the Utopians were either the badges of slavery the marks of infamy or the playthings of children,4122,Utopia,location
1128,"More, Thomas, Saint",Utopia,It was not unpleasant to see on the one side how they looked big when they compared their rich habits with the plain clothes of the Utopians who were come out in great numbers to see them make their entry and on the other to observe how much they were mistaken in the impression which they hoped this pomp would have made on them,4123,Utopia,location
1129,"More, Thomas, Saint",Utopia,But after the ambassadors had stayed a day among them and saw so vast a quantity of gold in their houses which was as much despised by them as it was esteemed in other nations and beheld more gold and silver in the chains and fetters of one slave than all their ornaments amounted to their plumes fell and they were ashamed of all that glory for which they had formed valued themselves and accordingly laid it asidea resolution that they immediately took when on their engaging in some free discourse with the Utopians they discovered their sense of such things and their other customs,4128,Utopia,location
1130,"More, Thomas, Saint",Utopia,The Utopians wonder how any man should be so much taken with the glaring doubtful lustre of a jewel or a stone that can look up to a star or to the sun himself or how any should value himself because his cloth is made of a finer thread for how fine soever that thread may be it was once no better than the fleece of a sheep and that sheep was a sheep still for all its wearing it,4129,Utopia,location
1131,"More, Thomas, Saint",Utopia,Will the bending another mans knees give ease to yours and will the heads being bare cure the madness of yours,4171,Will,person
1132,"More, Thomas, Saint",Utopia,The Utopians have no better opinion of those who are much taken with gems and precious stones and who account it a degree of happiness next to a divine one if they can purchase one that is very extraordinary especially if it be of that sort of stones that is then in greatest request for the same sort is not at all times universally of the same value nor will men buy it unless it be dismounted and taken out of the gold,4174,Utopia,location
1133,"More, Thomas, Saint",Utopia,Therefore all this business of hunting is among the Utopians turned over to their butchers and those as has been already said are all slaves and they look on hunting as one of the basest parts of a butchers work for they account it both more profitable and more decent to kill those beasts that are more necessary and useful to mankind whereas the killing and tearing of so small and miserable an animal can only attract the huntsman with a false show of pleasure from which he can reap but small advantage,4185,Utopia,location
1134,"More, Thomas, Saint",Utopia,Thus though the rabble of mankind look upon these and on innumerable other things of the same nature as pleasures the Utopians on the contrary observing that there is nothing in them truly pleasant conclude that they are not to be reckoned among pleasures for though these things may create some tickling in the senses which seems to be a true notion of pleasure yet they imagine that this does not arise from the thing itself but from a depraved custom which may so vitiate a mans taste that bitter things may pass for sweet as women with child think pitch or tallow taste sweeter than honey but as a mans sense when corrupted either by a disease or some ill habit does not change the nature of other things so neither can it change the nature of pleasure,4187,Utopia,location
1135,"More, Thomas, Saint",Utopia,This lively health when entirely free from all mixture of pain of itself gives an inward pleasure independent of all external objects of delight and though this pleasure does not so powerfully affect us nor act so strongly on the senses as some of the others yet it may be esteemed as the greatest of all pleasures and almost all the Utopians reckon it the foundation and basis of all the other joys of life since this alone makes the state of life easy and desirable and when this is wanting a man is really capable of no other pleasure,4193,Utopia,location
1136,"More, Thomas, Saint",Utopia,I believe that they were a colony of the Greeks for though their language comes nearer the Persian yet they retain many names both for their towns and magistrates that are of Greek derivation,4230,Persia,location
1137,"More, Thomas, Saint",Utopia,I believe that they were a colony of the Greeks for though their language comes nearer the Persian yet they retain many names both for their towns and magistrates that are of Greek derivation,4230,Persian,person
1138,"More, Thomas, Saint",Utopia,I happened to carry a great many books with me instead of merchandise when I sailed my fourth voyage for I was so far from thinking of soon coming back that I rather thought never to have returned at all and I gave them all my books among which were many of Platos and some of Aristotles works I had also Theophrastus on Plants which to my great regret was imperfect for having laid it carelessly by while we were at sea a monkey had seized upon it and in many places torn out the leaves,4231,Plato,person
1139,"More, Thomas, Saint",Utopia,As for the poets they have Aristophanes Homer Euripides and Sophocles of Alduss edition and for historians Thucydides Herodotus and Herodian,4234,Euripides,person
1140,"More, Thomas, Saint",Utopia,The minds of the Utopians when fenced with a love for learning are very ingenious in discovering all such arts as are necessary to carry it to perfection,4236,Utopia,location
1141,"More, Thomas, Saint",Utopia,Their women are not married before eighteen nor their men before twoand twenty and if any of them run into forbidden embraces before marriage they are severely punished and the privilege of marriage is denied them unless they can obtain a special warrant from the Prince,4252,Prince,person
1142,"More, Thomas, Saint",Utopia,They punish severely those that defile the marriage bed if both parties are married they are divorced and the injured persons may marry one another or whom they please but the adulterer and the adulteress are condemned to slavery yet if either of the injured persons cannot shake off the love of the married person they may live with them still in that state but they must follow them to that labour to which the slaves are condemned and sometimes the repentance of the condemned together with the unshaken kindness of the innocent and injured person has prevailed so far with the Prince that he has taken off the sentence but those that relapse after they are once pardoned are punished with death,4264,Prince,person
1143,"More, Thomas, Saint",Utopia,But those who bear their punishment patiently and are so much wrought on by that pressure that lies so hard on them that it appears they are really more troubled for the crimes they have committed than for the miseries they suffer are not out of hope but that at last either the Prince will by his prerogative or the people by their intercession restore them again to their liberty or at least very much mitigate their slavery,4270,Prince,person
1144,"More, Thomas, Saint",Utopia,The Prince himself has no distinction either of garments or of a crown but is only distinguished by a sheaf of corn carried before him as the High Priest is also known by his being preceded by a person carrying a wax light,4279,Prince,person
1145,"More, Thomas, Saint",Utopia,Some of their neighbours who are masters of their own liberties having long ago by the assistance of the Utopians shaken off the yoke of tyranny and being much taken with those virtues which they observe among them have come to desire that they would send magistrates to govern them some changing them every year and others every five years at the end of their government they bring them back to Utopia with great expressions of honour and esteem and carry away others to govern in their stead,4285,Utopia,location
1146,"More, Thomas, Saint",Utopia,The Utopians call those nations that come and ask magistrates from them Neighbours but those to whom they have been of more particular service Friends and as all other nations are perpetually either making leagues or breaking them they never enter into an alliance with any state,4287,Utopia,location
1147,"More, Thomas, Saint",Utopia,We know how religiously they are observed in Europe more particularly where the Christian doctrine is received among whom they are sacred and inviolable which is partly owing to the justice and goodness of the princes themselves and partly to the reverence they pay to the popes who as they are the most religious observers of their own promises so they exhort all other princes to perform theirs and when fainter methods do not prevail they compel them to it by the severity of the pastoral censure and think that it would be the most indecent thing possible if men who are particularly distinguished by the title of The Faithful should not religiously keep the faith of their treaties,4289,Europe,location
1148,"More, Thomas, Saint",Utopia,We know how religiously they are observed in Europe more particularly where the Christian doctrine is received among whom they are sacred and inviolable which is partly owing to the justice and goodness of the princes themselves and partly to the reverence they pay to the popes who as they are the most religious observers of their own promises so they exhort all other princes to perform theirs and when fainter methods do not prevail they compel them to it by the severity of the pastoral censure and think that it would be the most indecent thing possible if men who are particularly distinguished by the title of The Faithful should not religiously keep the faith of their treaties,4289,Christian,location
1149,"More, Thomas, Saint",Utopia,We know how religiously they are observed in Europe more particularly where the Christian doctrine is received among whom they are sacred and inviolable which is partly owing to the justice and goodness of the princes themselves and partly to the reverence they pay to the popes who as they are the most religious observers of their own promises so they exhort all other princes to perform theirs and when fainter methods do not prevail they compel them to it by the severity of the pastoral censure and think that it would be the most indecent thing possible if men who are particularly distinguished by the title of The Faithful should not religiously keep the faith of their treaties,4289,Christian,person
1150,"More, Thomas, Saint",Utopia,These practices of the princes that lie about Utopia who make so little account of their faith seem to be the reasons that determine them to engage in no confederacy,4292,Utopia,location
