,author,title,type,start,end,kind,words
478,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,82208,82213,location,Circle
236,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,82413,82717,NA,The Mathematicians were in great esteem with the Empress as being not onely the chief Tutors and Instructors in many Arts but some of them excellent Magicians and Informers of spirits which was the reason their Characters were so abstruse and intricate that the Emperess knew not what to make of them
838,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,82495,82632,NA,But said the Emperor their Vehicles can especially if those Vehicles be mens Bodies they may be serviceable in all the actions of War
839,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,82634,84052,NA,Alas replied the Empress that will never do for first said she it will be difficult to get so many dead Bodies for their Vehicles as to make up a whole Army much more to make many Armies to fight with so many several Nations nay if this could be yet it is not possible to get so many dead and undissolved Bodies in one Nation and for transporting them out of other Nations it would be a thing of great difficulty and improbability But put the case said she all these difficulties could be overcome yet there is one obstruction or hindrance which can no ways be avoided For although those dead and undissolved Bodies did all die in one minute of time yet before they could Rendezvouze and be put into a posture of War to make a great and formidable Army they would stink and dissolve and when they came to a fight they would moulder into dust and ashes and so leave the purer Immaterial Spirits naked nay were it also possible that those dead bodies could be preserved from stinking and dissolving yet the Souls of such Bodies would not suffer Immaterial Spirits to rule and order them but they would enter and govern them themselves as being the right owners thereof which would produce a War between those Immaterial Souls and the Immaterial Spirits in Material Bodies all which would hinder them from doing any service in the actions of War against the Enemies of my Native Countrey
237,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,82719,82987,NA,There is so much to learn in your Art said she that I can neither spare time from other affairs to busie my self in your profession nor if I could do I think I should ever be able to understand your Imaginary points lines and figures because they are Nonbeings
238,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,82990,83371,NA,Then came the Licemen and endeavoured to measure all things to a hairsbreadth and weigh them to an Atom but their weights would seldom agree especially in the weighing of Air which they found a task impossible to be done at which the Empress began to be displeased and told them that there was neither Truth nor Justice in their Profession and so dissolved their society
239,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,83374,83986,NA,After this the Empress was resolved to hear the Magpie Parrot and Jackdawmen which were her professed Orators and Logicians whereupon one of the Parrotmen rose with great formality and endeavoured to make an Eloquent Speech before her Majesty but before he had half ended his arguments and divisions being so many that they caused a great confusion in his brain he could not go forward but was forced to retire backward with great disgrace both to himself and the whole society and although one of his brethren endeavoured to second him by another speech yet was he as far to seek as the former
240,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,83988,84491,NA,At which the Empress appeard not a little troubled and told them That they followed too much the Rules of Art and confounded themselves with too nice formalities and distinctions but since I know said she that you are a people who have naturally voluble tongues and good memories I desire you to consider more the subject you speak of then your artificial periods connexions and parts of speech and leave the rest to your natural Eloquence which they did and so became very eminent Orators
840,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,84054,84389,NA,You speak Reason said the Emperor and I wish with all my Soul I could advise any manner or way that you might be able to assist it but you having told me of your dear Platonick Friend the Duchess of Newcastle and of her good and profitable Counsels I would desire you to send for her Soul and conferr with her about this business
1011,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,84064,84069,person,Reason
841,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,84392,84543,NA,The Empress was very glad of this motion of the Emperor and immediately sent for the Soul of the said Duchess which in a minute waited on her Majesty
241,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,84494,85005,NA,Lastly her Imperial Majesty being desirous to know what progress her Logicians had made in the Art of disputing Commanded them to argue upon several Themes or Subjects which they did and having made a very nice discourse of Logistical terms and propositions entred into a dispute by way of Syllogistical Arguments through all the Figures and Modes One began with an Argument of the first Mode of the first Figure thus Every Politician is wise Every Knave is a Politician Therefore every Knave is wise
842,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,84545,84892,NA,Then the Empress declared to her the grievance and sadness of her mind and how much she was troubled and afflicted at the News brought her by the Immaterial Spirits desiring the Duchess if possible to assist her with the best Counsels she could that she might shew the greatness of her love and affection which she bore to her Native Countrey
843,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,84894,85153,NA,Whereupon the Duchess promised her Majesty to do what lay in her power and since it was a business of great Importance she desired some time to consider of it for said she Great Affairs require deep Considerations which the Empress willingly allowed her
242,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,85008,85173,NA,Another contradicted him with a Syllogism of the second Mode of the same Figure thus No Politician is wise Every Knave is a Politician Therefore no Knave is wise
844,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,85155,85545,NA,And after the Duchess had considered some little time she desired the Empress to send some of her Syrens or Mear men to see what passages they could find out of the BlazingWorld into the World she came from for said she if there be a passage for a Ship to come out of that World into this then certainly there may also a Ship pass thorow the same passage out of this World into that
243,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,85176,85345,NA,The third made an Argument in the third Mode of the same Figure after this manner Every Politician is wise some Knaves are Politicians Therefore some Knaves are wise
244,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,85348,85517,NA,The Fourth concluded with a Syllogism in the fourth Mode of the same Figure thus No Politician is wise some Knaves are Politicians Therefore some Knaves are not wise
1072,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,85484,85487,location,Ship
245,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,85520,85679,NA,After this they took another subject and one propounded this Syllogism Every Philosopher is wise Every Beast is wise Therefore every Beast is a Philosopher
845,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,85547,86046,NA,Hereupon the Mear or Fishmen were sent out who being many in number employd all their industry and did swim several ways at last having found out the passage they returned to the Empress and told her That as their Blazing World had but one Emperor one Government one Religion and one Language so there was but one Passage into that World which was so little that no Vessel bigger than a PacketBoat could go thorow neither was that Passage always open but sometimes quite frozen up
246,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,85682,85918,NA,But another said that this Argument was false therefore he contradicted him with a Syllogism of the second Figure of the fourth Mode thus Every Philosopher is wise some Beasts are not wise Therefore some Beasts are not Philosophers
247,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,85921,86778,NA,Thus they argued and intended to go on but the Empress interrupted them I have enough said she of your chopt Logick and will hear no more of your Syllogisms for it disorders my Reason and puts my Brain on the rack your formal argumentations are able to spoil all natural wit and Ile have you to consider that Art does not make Reason but Reason makes Art and therefore as much as Reason is above Art so much is a natural rational discourse to be preferred before an artificial for Art is for the most part irregular and disorders Mens understandings more then it rectifies them and leads them into a Labyrinth where theyl never get out and makes them dull and unfit for useful employments especially your Art of Logick which consists onely in contradicting each other in making sophismes and obscuring Truth instead of clearing it
846,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,86048,86199,NA,At which Relation both the Empress and Duchess seemed somewhat troubled fearing that this would perhaps be an hindrance or obstruction to their Design
331,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,86105,86110,person,Reason
847,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,86202,86495,NA,At last the Duchess desired the Empress to send for her Shipwrights and all her Architects which were Giants who being called the Duchess told them how some in her own World had been so ingenious as to contrive Ships that could swim under Water and asked Whether they could do the like
332,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,86260,86265,person,Reason
333,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,86272,86277,person,Reason
334,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,86315,86320,person,Reason
848,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,86497,86660,NA,The Giants answered They had never heard of that Invention nevertheless they would try what might be done by Art and spare no labour or industry to find it out
1012,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,86609,86611,person,Art
849,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,86662,86922,NA,In the mean time while both the Empress and Duchess were in a serious Counsel after many debates the Duchess desired but a few Ships to transport some of the Bird Worm and Bear men Alas said the Empress What can such sorts of Men do in the other World
248,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,86781,87023,NA,But they replied to her Majesty That the knowledg of Nature that is Natural Philosophy would be imperfect without the Art of Logick and that there was an improbable Truth which could no otherwise be found out then by the Art of disputing
850,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,86924,86941,NA,especially so few
851,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,86943,87026,NA,They will be soon destroyed for a Musket will destroy numbers of Birds in one shot
249,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,87025,87507,NA,Truly said the Empress I do believe that it is with Natural Philosophy as it is with all other effects of Nature for no particular knowledg can be perfect by reason knowledg is dividable as well as composable nay to speak properly Nature her self cannot boast of any perfection but God himself because there are so many irregular motions in Nature and tis but a folly to think that Art should be able to regulate them since Art it self is for the most part irregular
335,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,87025,87029,person,Truly
852,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,87028,87248,NA,The Duchess said I desire your Majesty will have but a little patience and relie upon my advice and you shall not fail to save your own Native Country and in a manner become a Mistress of all that World you came from
853,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,87250,87777,NA,The Empress who loved the Duchess as her own Soul did so the Giants returned soon after and told her Majesty that they had found out the Art which the Duchess had mentioned to make such Ships as could swim under water which the Empress and Duchess were both very glad at and when the Ships were made ready the Duchess told the Empress that it was requisite that her Majesty should go her self in body as well as in Soul but I said she can onely wait on your Majesty after a Spiritual manner that is with my Soul
479,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,87377,87382,location,Nature
250,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,87509,87740,NA,But as for Improbable Truth I know not what your meaning is for Truth is more then Improbability nay there is so much difference between Truth and Improbability that I cannot conceive it possible how they can be joined together
251,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,87742,88138,NA,In short said she I do no ways approve of your Profession and though I will not dissolve your society yet I shall never take delight in hearing you any more wherefore confine your disputations to your Schools lest besides the Commonwealth of Learning they disturb also Divinity and Policy Religion and Laws and by that means draw an utter ruine and destruction both upon Church and State
854,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,87779,87893,NA,Your Soul said the Empress shall live with my Soul in my Body for I shall onely desire your Counsel and Advice
855,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,87895,88526,NA,Then said the Duchess Your Majesty must command a great number of your Fishmen to wait on your Ships for you know that your Ships are not made for Cannons and therefore are no ways serviceable in War for though by the help of your Engines they can drive on and your Fishmen may by the help of Chains and Ropes draw them which way they will to make them go on or flye back yet not so as to fight And though your Ships be of Gold and cannot be shot thorow but onely bruised and battered yet the Enemy will assault and enter them and take them as Prizes wherefore your Fishmen must do you Service instead of Cannons
480,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,88133,88137,location,State
252,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,88141,88748,NA,After the Empress had thus finishd the Discourses and Conferences with the mentioned societies of her Vertuosos she considered by her self the manner of their Religion and finding it very defective was troubled that so wise and knowing a people should have no more knowledg of the Divine Truth Wherefore she consulted with her own thoughts whether it was possible to convert them all to her own Religion and to that end she resolved to build Churches and make also up a Congregation of Women whereof she intended to be the head her self and to instruct them in the several points of her Religion
856,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,88528,88641,NA,But how said the Empress can the Fishmen do me service against an Enemy without Cannons and all sorts of Arms
857,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,88643,88800,NA,That is the reason answered the Duchess that I would have numbers of Fishmen for they shall destroy all your Enemies Ships before they can come near you
253,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,88750,89176,NA,This she had no sooner begun but the Women which generally had quick wits subtile conceptions clear understandings and solid judgments became in a short time very devout and zealous Sisters for the Empress had an excellent gift of Preaching and instructing them in the Articles of Faith and by that means she converted them not onely soon but gained an extraordinary love of all her Subjects throughout that World
858,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,88802,88848,NA,The Empress asked in what manner that could be
859,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,88850,89389,NA,Thus answered the Duchess Your Majesty must send a number of Wormmen to the BurningMountains for you have good store of them in the BlazingWorld which must get a great quantity of the Firestone whose property you know is that it burns so long as it is wet and the Ships in the other World being all made of Wood they may by that means set them all on fire and if you can but destroy their Ships and hinder their Navigation you will be Mistress of all that World by reason most parts thereof cannot live without Navigation
1073,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,89170,89173,location,Wood
254,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,89178,89538,NA,But at last pondering with her self the inconstant nature of Mankind and fearing that in time they would grow weary and desert the divine Truth following their own fancies and living according to their own desires she began to be troubled that her labours and pains should prove of so little effect and therefore studied all manner of ways to prevent it
860,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,89391,89967,NA,Besides said she the Firestone will serve you instead of Light or Torches for you know that the World you are going into is dark at nights especially if there be no Moonshine or if the Moon be overshadowed by Clouds and not so full of BlazingStars as this World is which make as great a light in the absence of the Sun as the Sun doth when it is present for that World hath but little blinking Stars which make more shadows then light and are onely able to draw up Vapours from the Earth but not to rarifie or clarifie them or to convert them into serene air
1074,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,89451,89455,location,Light
255,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,89540,90116,NA,Amongst the rest she calld to mind a Relation which the Birdmen made her once of a Mountain that did burn in flames of fire and thereupon did immediately send for the wisest and subtilest of her Wormmen commanding them to discover the cause of the Eruption of that same fire which they did and having dived to the very bottom of the Mountain informed her Majesty That there was a certain sort of Stone whose nature was such that being wetted it would grow excessively hot and break forth into a flamingfire until it became dry and then it ceased from burning
1013,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,89609,89614,person,Clouds
1075,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,89718,89720,location,Sun
1076,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,89730,89732,location,Sun
481,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,89882,89889,location,Mountain
1077,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,89889,89893,location,Earth
861,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,89970,90141,NA,This Advice of the Duchess was very much approved and joyfully embraced by the Empress who forthwith sent her Wormmen to get a good quantity of the mentioned Firestone
256,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,90118,90360,NA,The Empress was glad to hear this news and forthwith desired the Worm men to bring her some of that Stone but be sure to keep it secret she sent also for the Birdmen and asked them whether they could not get her a piece of the Sun stone
862,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,90143,91215,NA,she also commanded numbers of Fishmen to wait on her under Water and Birdmen to wait on her in the Air and Bear and Wormmen to wait on her in Ships according to the Duchesss advice and indeed the Bearmen were as serviceable to her as the North Star but the Birdmen would often rest themselves upon the Deck of the Ships neither would the Empress being of a sweet and noble Nature suffer that they should tire or weary themselves by long flights for though by Land they did often fly out of one Countrey into another yet they did rest in some Woods or on some Grounds especially at night when it was their sleeping time And therefore the Empress was forced to take a great many Ships along with her both for transporting those several sorts of her loyal and serviceable Subjects and to carry provisions for them Besides she was so wearied with the Petitions of several others of her Subjects who desired to wait on her Majesty that she could not possibly deny them all for some would rather chuse to be drowned then not tender their duty to her
257,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,90362,90585,NA,They answered That it was impossible unless they did spoil or lessen the light of the World but said they if it please your Majesty we can demolish one of the numerous Stars of the Sky which the World will never miss
258,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,90588,91291,NA,The Empress was very well satisfied with this proposal and having thus imployed these two sorts of men in the mean while builded two Chappels one above another the one she lined throughout with Diamonds both Roof Walls and Pillars but the other she resolved to line with the Starstone the Fire stone she placed upon the Diamondlining by reason Fire has no power on Diamonds and when she would have that Chappel where the Firestone was appear all in flame she had by the means of Artificial pipes water conveighed into it which by turning the Cock did as out of a Fountain spring over all the room and as long as the Firestone was wet the Chappel seemed to be all in a flamingfire
1078,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,90703,90707,location,Woods
863,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,91218,92143,NA,Thus after all things were made fit and ready the Empress began her Journey I cannot properly say she set Sail by reason in some Part as in the passage between the two Worlds which yet was but short the Ships were drawn under water by the Fishmen with Golden Chains so that they had no need of Sails there nor of any other Arts but onely to keep out water from entering into the Ships and to give or make so much Air as would serve for breath or respiration those LandAnimals that were in the Ships which the Giants had so Artificially contrived that they which were therein found no inconveniency at all And after they had passed the Icy Sea the Golden Ships appeared above Water and so went on until they came near the Kingdom that was the Empresss Native Countrey where the Bearmen through their Telescopes discovered a great number of Ships which had beset all that Kingdom well riggd and mannd
259,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,91294,91856,NA,The other Chappel which was lined with the Star stone did onely cast a splendorous and comfortable light both the Chappels stood upon Pillars just in the middle of a round Cloyster which was dark as night neither was there any other light within them but what came from the Fire and Starstone and being every where open allowed to all that were within the compass of the Cloyster a free prospect into them besides they were so artificially contrived that they did both move in a Circle about their own Centres without intermission contrary ways
260,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,91858,92089,NA,In the Chappel which was lined with the Firestone the Empress preached Sermons of Terror to the wicked and told them of the punishments for their sins to wit That after this life they should be tormented in an everlasting Fire
1079,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,91872,91878,location,Icy Sea
1080,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,91960,91966,location,Kingdom
261,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,92091,92864,NA,But in the other Chappel lined with the Star stone she preached Sermons of Comfort to those that repented of their sins and were troubled at their own wickedness Neither did the heat of the flame in the least hinder her for the Firestone did not cast so great a heat but the Empress was able to endure it by reason the water which was poured on the Stone by its own selfmotion turned into a flamingfire occasioned by the natural motions of the Stone which made the flame weaker then if it had been fed by some other kind of fuel the other Chappel where the StarStone was although it did cast a great light yet was it without all heat and the Empress appeard like an Angel in it and as that Chappel was an embleme of Hell so this was an embleme of Heaven
1081,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,92112,92118,location,Kingdom
864,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,92146,92875,NA,The Empress before she came in sight of the Enemy sent some of her Fish and Birdmen to bring her intelligence of their Fleet and hearing of their number their station and posture she gave order that when it was Night her Birdmen should carry in their beeks some of the mentioned Firestones with the tops thereof wetted and the Fishmen should carry them likewise and hold them out of the Water for they were cut in the form of Torches or Candles and being many thousands made a terrible shew for it appeard as if all the Air and Sea had been of a FlamingFire and all that were upon the Sea or near it did verily believe the time of Judgment or the Last Day was come which made them all fall down and Pray
1014,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,92597,92603,person,Candles
262,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,92866,93415,NA,And thus the Empress by Art and her own Ingenuity did not onely convert the BlazingWorld to her own Religion but kept them in a constant belief without inforcement or bloodshed for she knew well that belief was a thing not to be forced or pressed upon the people but to be instilled into their minds by gentle perswasions and after this manner she encouraged them also in all other duties and employments for Fear though it makes people obey yet does it not last so long nor is it so sure a means to keep them to their duties as Love
1015,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,92871,92874,person,Pray
865,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,92878,93481,NA,At the break of Day the Empress commanded those Lights to be put out and then the Naval Forces of the Enemy perceived nothing but a Number of Ships without Sails Guns Arms and other Instruments of War which Ships seemed to swim of themselves without any help or assistance which sight put them into a great amaze neither could they perceive that those Ships were of Gold by reason the Empress had caused them all to be coloured black or with a dark colour so that the natural colour of the Gold could not be perceived through the artificial colour of the paint no not by the best Telescopes
263,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,93418,94059,NA,Last of all when she saw that both Church and State now in a wellordered and setled condition her thoughts reflected upon the World she came from and though she had a great desire to know the condition of the same yet could she advise no manner of way how to gain any knowledg thereof at last after many serious considerations she conceived that it was impossible to be done by any other means then by the help of Immaterial Spirits wherefore she made a Convocation of the most learned witty and ingenious of all the forementioned sorts of Men and desired to know of them whether there were any Immaterial Spirits in their World
866,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,93483,93760,NA,All which put the Enemies Fleet into such a fright at night and to such wonder in the morning or at daytime that they know not what to judg or make of them for they know neither what Ships they were nor what Party they belonged to insomuch that they had no power to stir
867,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,93763,94111,NA,In the mean while the Empress knowing the Colours of her own Country sent a Letter to their General and the rest of the chief Commanders to let them know that she was a great and powerful Princess and came to assist them against their Enemies wherefore she desired they should declare themselves when they would have her help and assistance
264,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94061,94146,NA,First she enquired of the Wormmen whether they had perceived some within the Earth
868,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94114,94722,NA,Hereupon a Councel was called and the business debated but there were so many cross and different Opinions that they could not suddenly resolve what answer to send the Empress at which she grew angry insomuch that she resolved to return into her Blazing World without giving any assistance to her Countrymen but the Duchess of Newcastle intreated her Majesty to abate her passion for said she Great Councels are most commonly slow because many men have many several Opinions besides every Councellor striving to be the wisest makes long speeches and raise many doubts which cause retardments
482,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,94141,94145,location,Earth
265,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94148,94298,NA,They answered her Majesty That they never knew of any such Creatures for whatsoever did dwell within the Earth said they was imbodied and material
483,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,94255,94259,location,Earth
266,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94300,94470,NA,Then she asked the Flymen whether they had observed any in the Air for you having numerous Eyes said she will be more able to perceive them than any other Creatures
267,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94472,94676,NA,To which they answered her Majesty That although Spirits being immaterial could not be perceived by the Wormmen in the Earth yet they perceived that such Creatures did lodg in the Vehicles of the Air
484,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,94595,94599,location,Earth
268,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94678,94778,NA,Then the Empress asked Whether they could speak to them and whether they did understand each other
869,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94724,94843,NA,If I had longspeeched Councellors replied the Empress I would hang them by reason they give more Words then Advice
269,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94780,95109,NA,The Flymen answered That those Spirits were always clothd in some sort or other of Material Garments which Garments were their Bodies made for the most part of Air and when occasion served they could put on any other sort of substances but yet they could not put these substances into any form or shape as they pleased
870,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,94845,95087,NA,The Duchess answered That her Majesty should not be angry but consider the differences of that and her BlazingWorld for said she they are not both alike but there are grosser and duller understandings in this than in the BlazingWorld
871,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95090,95295,NA,At last a Messenger came out who returned the Empress thanks for her kind proffer but desired withal to know from whence she came and how and in what manner her assistance could be serviceable to them
270,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95111,95231,NA,The Empress asked the Flymen whether it was possible that she could be acquainted and have some conferences with them
271,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95234,95282,NA,They answered They did verily believe she might
272,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95284,95404,NA,Hereupon the Empress commanded the Flymen to ask some of the Spirits Whether they would be pleased to give her a Visit
872,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95297,95495,NA,The Empress answered That she was not bound to tell them whence she came but as for the manner of her assistance I will appear said she to your Navy in a splendorous Light surrounded with Fire
273,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95406,96083,NA,This they did and after the Spirits had presented themselves to the Empress in what shapes and forms I cannot exactly tell after some few Complements that passed between them the Empress told the Spirits that she questioned not but they did know how she was a stranger in that World and by what miraculous means she was arrived there and since she had a great desire to know the condition of the World she came from her request to the Spirits was To give her some Information thereof especially of those parts of the World where she was born bred and educated as also of her particular friends and acquaintance all which the Spirits did according to her desire
873,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95497,95559,NA,The Messenger asked at what time they should expect her coming
874,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95561,95632,NA,Ile be with you answered the Empress about one of the Clock at night
875,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95634,95798,NA,With this report the Messenger returned which made both the poor Councellors and Seamen much afraid but yet they longed for the time to behold this strange sight
876,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,95801,96122,NA,The appointed hour being come the Empress appeard with Garments made of the Starstone and was born or supported above the Water upon the Fish mens heads and backs so that she seemed to walk upon the face of the Water and the Bird and Fishmen carried the Firestone lighted both in the Air and above the Waters
274,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96085,96461,NA,At last after a great many conferences and particular intelligences which the Spirits gave the Empress to her great satisfaction and content she enquired after the most famous Students Writers and Experimental Philosophers in that World which they gave her full relation of amongst the rest she enquired Whether there were none that had found out yet the Jews Cabbala
877,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96125,97087,NA,Which sight when her Countrymen perceived at a distance their hearts began to tremble but coming something nearer she left her Torches and appeared onely in her Garments of Light like an Angel or some Deity and all kneeled down before her and worshipped her with all submission and reverence But the Empress would not come nearer than at such a distance where her voice might be generally heard by reason she would not have that any of her Accoustrements should be perceived but the splendor thereof and when she was come so near that her voice could be heard and understood by all she made this following Speech  Dear Countrymen for so you are although you know me not I being a Native of this Kingdom and hearing that most part of this World had resolved to make Warr against it and sought to destroy it at least to weaken its Naval Force and Power have made a Voyage out of another World to lend you my assistance against your Enemies
275,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96463,96585,NA,Several have endeavoured it answered the Spirits but those that came nearest although themselves denied it were one Dr
276,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96587,96829,NA,Dee and one Edward Kelly the one representing Moses and the other Aaron for Kelly was to Dr Dee as Aaron to Moses but yet they proved at last but meer Cheats and were described by one of their own Countrymen a famous Poet named Ben
336,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96600,96611,person,Edward Kelly
337,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96635,96639,person,Moses
338,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96667,96671,person,Kelly
1016,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96755,96770,person,Dear Countrymen
339,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96814,96817,person,Poet
340,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96826,96828,person,Ben
277,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,96831,96905,NA,Johnson in a Play calld The Alchymist where he expressed Kelly by Capt
341,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,96831,96837,person,Johnson
